position_0based	position_1based	n_pairs	mean_p_tmrca_lt_threshold	mean_tmrca_generations
153000	153001	2000	0.017669981533346237	22845.69642635031
154000	154001	2000	0.017819712587311843	23069.34846432752
155000	155001	2000	0.01800764792555431	22850.699545070787
156000	156001	2000	0.01823542267617252	23650.380190171574
157000	157001	2000	0.018452051876629925	24016.032329699126
158000	158001	2000	0.018629561003956435	24068.051342237122
159000	159001	2000	0.018766494773584944	24019.798677467286
160000	160001	2000	0.018812724650242276	24266.181434747217
161000	161001	2000	0.018809678599954867	25063.461766593955
162000	162001	2000	0.018845082302729882	26518.69152712124
163000	163001	2000	0.018765394343336565	28523.648274231153
164000	164001	2000	0.01858871335520747	29616.087934006984
165000	165001	2000	0.01836309006712767	30827.207233910824
166000	166001	2000	0.01810413172148146	30863.288471546883
167000	167001	2000	0.01776605121454799	31359.32553107092
168000	168001	2000	0.017344865337445253	30259.2738961018
169000	169001	2000	0.016858440779263614	29207.02721688874
170000	170001	2000	0.016341856988565013	28070.784146263075
171000	171001	2000	0.015774684941002974	27655.26701112633
172000	172001	2000	0.015169316341499525	26997.243970016894
173000	173001	2000	0.014619917431899278	26719.000557790103
174000	174001	2000	0.014093909613087386	26353.740922625697
175000	175001	2000	0.013665107799444635	25934.598812517874
176000	176001	2000	0.013273151595161257	24733.688343819562
177000	177001	2000	0.013044360684386108	23505.7674027447
178000	178001	2000	0.012955602856030545	22867.106869584783
179000	179001	2000	0.012980870868178786	22449.73500182406
180000	180001	2000	0.013079578536246875	22743.839459276813
181000	181001	2000	0.013173900674748738	24116.343138292916
182000	182001	2000	0.013306238234993757	25980.406838555315
183000	183001	2000	0.013490806257608517	27389.157922627135
184000	184001	2000	0.013643932450559766	28173.37406530929
185000	185001	2000	0.013763949165321842	29593.652738675384
186000	186001	2000	0.013873247807067205	29540.234106536882
187000	187001	2000	0.013987994024002689	29535.793794529323
188000	188001	2000	0.0140620105707464	29676.01359976193
189000	189001	2000	0.0140647913124523	28899.347241436484
190000	190001	2000	0.01401678892794956	29076.758874904193
191000	191001	2000	0.013968010893186842	28667.54650550254
192000	192001	2000	0.013962400345281338	29314.672044537656
193000	193001	2000	0.013989348347627164	30009.276787876104
194000	194001	2000	0.014046847957704042	30477.094963688145
195000	195001	2000	0.014105599337916596	31096.824181911143
196000	196001	2000	0.014158632132942453	31096.246063259612
197000	197001	2000	0.014222268820033582	30997.65810600309
198000	198001	2000	0.01421097979709801	30231.32420754305
199000	199001	2000	0.014129784932547282	30431.301327734764
200000	200001	2000	0.01398101253982298	30778.164527089146
201000	201001	2000	0.013809359534711442	30278.664663958418
202000	202001	2000	0.013689232476319674	29595.17953364379
203000	203001	2000	0.013612519493341852	28003.120531350065
204000	204001	2000	0.013583933050576475	26795.879238539346
205000	205001	2000	0.013578358056860662	25521.902690842362
206000	206001	2000	0.013625126589433444	23955.49468158614
207000	207001	2000	0.013691764749410506	22669.370239967582
208000	208001	2000	0.013829343585860509	22105.15708228306
209000	209001	2000	0.014023493656527409	21447.048534087124
210000	210001	2000	0.01417965819830679	20589.984097164746
211000	211001	2000	0.014350640620189632	20884.719373256266
212000	212001	2000	0.014526283285182302	20787.075859628923
213000	213001	2000	0.014760588271511303	20229.50123061775
214000	214001	2000	0.015011842311104926	19250.324274201612
215000	215001	2000	0.015290006561215591	18485.546097140195
216000	216001	2000	0.015603487561481479	17877.504756297072
217000	217001	2000	0.016012614358938432	17860.12755606046
218000	218001	2000	0.01648221060450291	18416.727083975125
219000	219001	2000	0.017041795892749137	19011.100674989782
220000	220001	2000	0.017619375554886702	20487.379553088766
221000	221001	2000	0.0182243668550229	22703.507540232582
222000	222001	2000	0.018805020639713333	24419.684838434394
223000	223001	2000	0.019414100737534044	25382.133993893185
224000	224001	2000	0.019994479093633964	25162.828273989897
225000	225001	2000	0.02066347894519388	25172.259878349672
226000	226001	2000	0.021358438527830318	25375.273558021
227000	227001	2000	0.021967671583212795	24643.508044492617
228000	228001	2000	0.022432507383511453	23724.45362253752
229000	229001	2000	0.02271306967112587	23547.061721777733
230000	230001	2000	0.022803564152914704	22755.268072790306
231000	231001	2000	0.022669655356001156	22306.332879571266
232000	232001	2000	0.022369685710353714	23407.06083661504
233000	233001	2000	0.021955785614332583	24787.189134187855
234000	234001	2000	0.021542542157481435	24268.309636226328
235000	235001	2000	0.020992915759259056	24987.861752949273
236000	236001	2000	0.020474846533312455	25695.70892608647
237000	237001	2000	0.01995772921084069	26019.432704741208
238000	238001	2000	0.019436446320330845	25401.71174927846
239000	239001	2000	0.019011660597069872	24619.0524511465
240000	240001	2000	0.01868828673058103	24463.363492490356
241000	241001	2000	0.018399928741074916	23691.54330983729
242000	242001	2000	0.018186519975171546	22325.731054740107
243000	243001	2000	0.01805371268071457	21353.76893293946
244000	244001	2000	0.017961276853891234	21146.447198781007
245000	245001	2000	0.017989543778836856	20480.04090349454
246000	246001	2000	0.018021411433738945	20291.947789165075
247000	247001	2000	0.018057082790190464	20794.313432326133
248000	248001	2000	0.01815630843705285	21351.75007836168
249000	249001	2000	0.018254305342045328	21728.20748440136
250000	250001	2000	0.018315892648309254	21334.78456171836
251000	251001	2000	0.018337195215322746	21066.95722776276
252000	252001	2000	0.018320918180683817	20258.28075660205
253000	253001	2000	0.01828552160620711	19690.554032100707
254000	254001	2000	0.018278195213467487	17937.107664331365
255000	255001	2000	0.018280036633701386	16310.692505451454
256000	256001	2000	0.018299512337992707	15232.58205137874
257000	257001	2000	0.018341900500821327	14144.503455704555
258000	258001	2000	0.018380286940969725	13699.77847236044
259000	259001	2000	0.018482414311485496	13729.336625457456
260000	260001	2000	0.018741865437253365	13234.79568191292
261000	261001	2000	0.018979625381960998	12997.129325292623
262000	262001	2000	0.019235456755340618	12413.236736045
263000	263001	2000	0.019481096573250794	12398.255079082162
264000	264001	2000	0.019696875445427264	12245.506545568958
265000	265001	2000	0.019888608146420624	12187.331910423187
266000	266001	2000	0.020054277067229526	12523.510333356984
267000	267001	2000	0.020174188557214826	13434.611667333867
268000	268001	2000	0.020252933874196234	13724.915930661064
269000	269001	2000	0.02019077239557052	14255.422950995338
270000	270001	2000	0.020064230694129968	14340.814869236376
271000	271001	2000	0.01992404541628204	13906.745743806572
272000	272001	2000	0.019770518031471045	13266.55546952705
273000	273001	2000	0.01967556757483685	13084.697444790107
274000	274001	2000	0.01968527956256415	11542.047743804485
275000	275001	2000	0.01978537608160732	10315.678903830174
276000	276001	2000	0.01989349855619098	9697.4772687256
277000	277001	2000	0.01998510413907195	9363.835949288794
278000	278001	2000	0.0202758077768687	8582.92131018655
279000	279001	2000	0.02054340732917412	8242.868418951799
280000	280001	2000	0.020890374978671283	7940.257359260212
281000	281001	2000	0.021368655987817554	7713.6581165539055
282000	282001	2000	0.021801730694826934	7591.975269864145
283000	283001	2000	0.022195592705376715	7557.905770354201
284000	284001	2000	0.022470187262313854	7405.241409026257
285000	285001	2000	0.022465568715088095	7483.394239602598
286000	286001	2000	0.02232334146399946	7754.127044665036
287000	287001	2000	0.022000541006861128	7681.638376040428
288000	288001	2000	0.021373041409548415	7776.346661788724
289000	289001	2000	0.02053849454893957	7975.886563870191
290000	290001	2000	0.01974781299403804	8038.957504854797
291000	291001	2000	0.0191765322744614	8066.099168846856
292000	292001	2000	0.018968263894140847	7769.6341025755355
293000	293001	2000	0.01906335863862549	7465.934021073695
294000	294001	2000	0.019377182193338012	7423.227408737294
295000	295001	2000	0.020084791116505966	7217.617309082582
296000	296001	2000	0.020986543610194325	7179.200546287673
297000	297001	2000	0.022019680810445346	7397.28675232924
298000	298001	2000	0.023035612875643322	7681.027185316728
299000	299001	2000	0.023901884257686388	7791.9882953611805
300000	300001	2000	0.024560146914866396	8243.615142566576
301000	301001	2000	0.02480035134596725	8908.368019740346
302000	302001	2000	0.02459223824386303	9952.094169268797
303000	303001	2000	0.024061233068095232	11436.761665052109
304000	304001	2000	0.023365935432742492	11618.876639615775
305000	305001	2000	0.022681274651833862	11815.3629617867
306000	306001	2000	0.022050488792703726	12134.543431972454
307000	307001	2000	0.021495464530858974	12438.230000563515
308000	308001	2000	0.021182093635518703	12177.12404572222
309000	309001	2000	0.021254303139639632	11717.844514245084
310000	310001	2000	0.021393746690872486	11307.708556807776
311000	311001	2000	0.021608418368329968	10579.75966615567
312000	312001	2000	0.02194406905909791	10306.274855805794
313000	313001	2000	0.022277365760910547	9839.869468579824
314000	314001	2000	0.02255887096136002	9848.643254270193
315000	315001	2000	0.022897838525927583	9921.002551234862
316000	316001	2000	0.023287154911090097	9860.688815428079
317000	317001	2000	0.023596006481654677	10002.098986099543
318000	318001	2000	0.023821027842413675	10101.36714411941
319000	319001	2000	0.023967281471472892	9708.096812442942
320000	320001	2000	0.02392388325598819	9662.750763127984
321000	321001	2000	0.02369131369192242	9931.863928206243
322000	322001	2000	0.023229226114047586	10634.81832044431
323000	323001	2000	0.022731592852556066	11131.438053785387
324000	324001	2000	0.022434236313715727	11013.136990787661
325000	325001	2000	0.02217670681757712	10892.094250435086
326000	326001	2000	0.022013435870935155	11307.327266549122
327000	327001	2000	0.021957118744881925	11668.62616380088
328000	328001	2000	0.022004496929345564	12374.684336935961
329000	329001	2000	0.022211823783623078	12805.700664184178
330000	330001	2000	0.0223900044128234	13519.411812823755
331000	331001	2000	0.02255172065713265	14899.045579507027
332000	332001	2000	0.022639420932759842	15993.461176189503
333000	333001	2000	0.022701681493081584	17504.036008099047
334000	334001	2000	0.02276282316584642	18095.698076981527
335000	335001	2000	0.022819661566037482	18978.439837093607
336000	336001	2000	0.022964200996619367	19795.08333754776
337000	337001	2000	0.02308296147266221	19745.65550657633
338000	338001	2000	0.023153171169747747	20591.90347082176
339000	339001	2000	0.023106485046323958	20083.549766761702
340000	340001	2000	0.02286991678939917	20316.605903936506
341000	341001	2000	0.02239872724294629	20408.309304039398
342000	342001	2000	0.021782722185383612	20766.5263514968
343000	343001	2000	0.020926735844200385	19840.886048644734
344000	344001	2000	0.019818575948455607	18505.325864234932
345000	345001	2000	0.01862568682836029	18176.570745338133
346000	346001	2000	0.01745970415387571	17323.993333590006
347000	347001	2000	0.016377951618296915	16965.50981258586
348000	348001	2000	0.015494647117237793	15421.194856508646
349000	349001	2000	0.014757786456474152	14506.602223197844
350000	350001	2000	0.014208066514821854	14137.103095845143
351000	351001	2000	0.013887692209717466	13911.748224562158
352000	352001	2000	0.013817652170179672	14110.0051718401
353000	353001	2000	0.013756436995068068	14793.75955456444
354000	354001	2000	0.013701348285380914	15760.786086016833
355000	355001	2000	0.01370490671389863	16237.034492792549
356000	356001	2000	0.01372181270104113	17586.91331206128
357000	357001	2000	0.013748721660832457	19399.15642863275
358000	358001	2000	0.01379963203656964	21286.185415804688
359000	359001	2000	0.013889856930941028	22733.425784456398
360000	360001	2000	0.01400143213466941	23873.4825292823
361000	361001	2000	0.01408801670920375	24583.324248795805
362000	362001	2000	0.014181063827178693	25074.543613048
363000	363001	2000	0.014286316399477193	26192.92081629418
364000	364001	2000	0.014453258716827072	27116.658339348396
365000	365001	2000	0.014666520221638403	27230.942327802044
366000	366001	2000	0.014933749735386801	27634.693326214903
367000	367001	2000	0.015258364289332988	28162.80141397277
368000	368001	2000	0.015630620556007963	27626.692451336665
369000	369001	2000	0.016061050431444186	27650.137108169736
370000	370001	2000	0.016511045340285777	26382.09264723092
371000	371001	2000	0.01690101828713726	24403.92505651141
372000	372001	2000	0.017201273021918585	23340.61057785899
373000	373001	2000	0.017376241607919417	23091.42403347799
374000	374001	2000	0.017438017008184863	22099.358108314857
375000	375001	2000	0.017458530118057886	21432.465348489633
376000	376001	2000	0.017461645716900898	21785.763560528238
377000	377001	2000	0.017478335305142218	21713.96594575717
378000	378001	2000	0.017439877738284166	21398.075760991404
379000	379001	2000	0.017289434149613335	21571.49847953276
380000	380001	2000	0.017006223078902805	22408.060950304607
381000	381001	2000	0.01667584597430099	23152.610883244142
382000	382001	2000	0.016286845175617685	24244.403705652614
383000	383001	2000	0.015870110045852117	26060.98282602604
384000	384001	2000	0.015520578050326932	26185.888200105543
385000	385001	2000	0.015232268229407639	26190.385402728916
386000	386001	2000	0.015076717612302943	26061.69723790112
387000	387001	2000	0.015008222687197745	24841.165187737413
388000	388001	2000	0.0149667153615468	23715.804967517488
389000	389001	2000	0.01498215799882473	22318.059448864104
390000	390001	2000	0.015062760670347305	21162.20375162377
391000	391001	2000	0.015153915168834495	20517.320169034654
392000	392001	2000	0.01524096397271469	19990.62216079308
393000	393001	2000	0.01531153498347663	19467.963810710226
394000	394001	2000	0.015386585649503282	18954.457227261228
395000	395001	2000	0.015433252337502628	17888.939717980844
396000	396001	2000	0.01536979454325203	17153.367762114198
397000	397001	2000	0.015264784655931713	16746.072944782416
398000	398001	2000	0.015158931686795938	16519.850908657507
399000	399001	2000	0.014997851186797301	16986.554381513633
400000	400001	2000	0.014826789707777397	18183.066753819137
401000	401001	2000	0.014633975774884036	18662.72076392803
402000	402001	2000	0.014486759844093967	19049.9641618851
403000	403001	2000	0.014379557654743743	19122.91393149565
404000	404001	2000	0.014259069853451373	19366.400951901807
405000	405001	2000	0.014182775117718746	19339.267750829622
406000	406001	2000	0.014169749085039172	18703.66708338577
407000	407001	2000	0.01412087757509533	17593.925712993685
408000	408001	2000	0.014020361642102302	17392.76229272529
409000	409001	2000	0.013809212967899182	16662.500327422244
410000	410001	2000	0.013571307901720397	16469.602131482243
411000	411001	2000	0.013355617641583726	16683.78620831092
412000	412001	2000	0.013124687823328306	17219.149889853335
413000	413001	2000	0.012904013969851504	17782.459994334684
414000	414001	2000	0.012734647736238171	18589.968921621366
415000	415001	2000	0.012619432094891175	19047.725491795463
416000	416001	2000	0.012531529381472192	19822.94941796783
417000	417001	2000	0.012481252395887987	19683.398028671774
418000	418001	2000	0.012443117876146105	19664.635283130596
419000	419001	2000	0.012397004643893126	19954.800510633773
420000	420001	2000	0.012338407231827457	20580.281417021037
421000	421001	2000	0.012278504772555387	21076.545835962756
422000	422001	2000	0.012201049990794022	21945.397895539234
423000	423001	2000	0.01208199836480178	23940.424835638503
424000	424001	2000	0.011966864019157742	24776.329901083012
425000	425001	2000	0.011871880693114133	24522.890246322535
426000	426001	2000	0.011763089597675807	24458.411368678695
427000	427001	2000	0.011663834970655772	24023.09702249718
428000	428001	2000	0.011588338574526317	24398.91232205665
429000	429001	2000	0.011592290103112107	24826.441439205373
430000	430001	2000	0.011688014771745974	25689.718216883488
431000	431001	2000	0.011822960864151572	25265.302712517198
432000	432001	2000	0.011961922442853505	24550.570106919175
433000	433001	2000	0.01209921865506404	23779.901571439517
434000	434001	2000	0.012229369312031774	23635.914250865328
435000	435001	2000	0.01238926757046312	23228.50532723853
436000	436001	2000	0.012605405958845586	21447.818365866522
437000	437001	2000	0.012864721389128595	20051.524130835292
438000	438001	2000	0.013159725124393345	19124.1236120401
439000	439001	2000	0.013453671663704972	18133.29800880187
440000	440001	2000	0.013726885390819342	17406.632923497786
441000	441001	2000	0.014024017364500228	16386.655641857375
442000	442001	2000	0.014331293115589283	15583.875247303708
443000	443001	2000	0.014687042756374655	15611.720791511469
444000	444001	2000	0.015084886472542884	15984.677772940162
445000	445001	2000	0.015495840457840547	15946.52225285051
446000	446001	2000	0.015978899669067088	16060.712425524309
447000	447001	2000	0.016517889716181414	16433.246384533875
448000	448001	2000	0.017086298396187125	16424.042427841472
449000	449001	2000	0.017650820923686562	16171.762424219734
450000	450001	2000	0.018124324050380763	15841.44538319989
451000	451001	2000	0.018577648360111693	15497.504676971072
452000	452001	2000	0.01904605169010897	15069.57227427032
453000	453001	2000	0.01946861129955746	14930.678225113326
454000	454001	2000	0.019751213880481334	14857.891816301522
455000	455001	2000	0.019973552147671065	15157.792256809387
456000	456001	2000	0.020172358018767027	15105.349188836297
457000	457001	2000	0.020121522299969857	14940.237374776405
458000	458001	2000	0.019839778406443888	14670.809843664569
459000	459001	2000	0.019408368759672324	14850.49481591826
460000	460001	2000	0.01886322225147766	15019.674925136376
461000	461001	2000	0.018248911422708382	14209.902786019515
462000	462001	2000	0.017621441861715645	13780.219391270453
463000	463001	2000	0.01703276730341677	12804.72446131655
464000	464001	2000	0.016587089420075758	12416.304039526989
465000	465001	2000	0.01625698680190233	12716.336022059759
466000	466001	2000	0.016109759899804524	13226.941370594113
467000	467001	2000	0.01617087872507002	13537.2528812873
468000	468001	2000	0.01631266895570976	14330.717293320553
469000	469001	2000	0.016536351750269178	15288.547582293855
470000	470001	2000	0.016806138980858552	14969.7827481074
471000	471001	2000	0.017054667967873638	15190.41274619657
472000	472001	2000	0.01727374139102987	15420.788516798317
473000	473001	2000	0.01747914138217031	15786.640506978587
474000	474001	2000	0.01771268768239299	16105.822107781456
475000	475001	2000	0.01792154189342006	16813.03463632115
476000	476001	2000	0.0181093558531106	17328.62867931575
477000	477001	2000	0.018230209206241615	18051.581434463704
478000	478001	2000	0.018198796272101827	17804.061031564695
479000	479001	2000	0.017927910749303857	18108.736294911796
480000	480001	2000	0.017435522914163535	18529.147365847268
481000	481001	2000	0.016722955091219457	18307.905062372334
482000	482001	2000	0.01595856914999337	18127.83904427946
483000	483001	2000	0.015181821953116657	16989.059599117016
484000	484001	2000	0.014406323370839778	16598.25293845498
485000	485001	2000	0.013641151078621872	16848.154960827418
486000	486001	2000	0.01298350800329897	16457.337285022713
487000	487001	2000	0.012553128880170133	16419.770132947157
488000	488001	2000	0.012320499142625032	16479.824600760425
489000	489001	2000	0.012239071956867189	16341.59544317306
490000	490001	2000	0.012423289638955205	16339.635980695797
491000	491001	2000	0.012764577711044249	16757.388088380176
492000	492001	2000	0.013199199000978818	17152.55094506316
493000	493001	2000	0.013687563030156146	18171.75315193459
494000	494001	2000	0.014215637245266715	18547.14031874472
495000	495001	2000	0.014771047745851128	19162.90319818056
496000	496001	2000	0.015355670630211139	19790.317950279117
497000	497001	2000	0.015942700199834542	20162.732543031212
498000	498001	2000	0.016479333738310512	19932.637353318798
499000	499001	2000	0.01690594794881926	19703.28755289068
500000	500001	2000	0.017283782674623854	18216.36935228919
501000	501001	2000	0.01762018122783871	17110.233549813012
502000	502001	2000	0.01795343276735747	15543.131796542973
503000	503001	2000	0.018270602393677702	14114.261179856669
504000	504001	2000	0.01871689077568692	13376.673236301374
505000	505001	2000	0.019114433604796695	13451.521969719734
506000	506001	2000	0.019589435817901988	13921.189082102926
507000	507001	2000	0.02005010131540013	13622.842770982554
508000	508001	2000	0.020491932060254313	13806.54028386322
509000	509001	2000	0.020857858995486978	14004.244585889806
510000	510001	2000	0.021069904483999147	14033.650429087078
511000	511001	2000	0.021044790096919563	13961.379040745498
512000	512001	2000	0.020738397573889407	13326.811355287382
513000	513001	2000	0.020261822396931577	12468.252455447318
514000	514001	2000	0.01978242174635155	11723.238370592651
515000	515001	2000	0.019550138156504325	11530.441834892214
516000	516001	2000	0.019458076269173685	11762.335157381382
517000	517001	2000	0.019473046069078317	11940.882404668078
518000	518001	2000	0.019502019782529533	11961.202237171783
519000	519001	2000	0.019683214603000734	11995.631907817546
520000	520001	2000	0.019964376217805318	12266.434016048779
521000	521001	2000	0.02018859678025976	12635.296117898382
522000	522001	2000	0.020288351905266913	13044.783408299041
523000	523001	2000	0.020259495192080628	12913.893471516725
524000	524001	2000	0.020089121479750383	12453.86954391657
525000	525001	2000	0.019803412282715323	12287.444866842921
526000	526001	2000	0.019529014641233612	12849.666590118057
527000	527001	2000	0.019207467476609428	13944.3080737444
528000	528001	2000	0.01881576913702423	15508.63494385857
529000	529001	2000	0.018479585154700905	16544.03515861684
530000	530001	2000	0.018202846533303726	16960.272740749384
531000	531001	2000	0.01789346625866019	16573.21444710164
532000	532001	2000	0.0176008682734194	17012.953653210112
533000	533001	2000	0.017283377027041216	17465.233285872575
534000	534001	2000	0.017019640962371477	18170.1933841415
