scope	source	unit_id	stage	record_key	path	declared_sha256	observed_sha256	declared_size_bytes	observed_size_bytes	status
analysis_bundle	gamma_smc		analysis_output	figure_20_spatial_probability_ancient_eurasia_han_introgression_s0p005_t50000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p005_t50000.png	9bb1b661941c1886f3c986b4f45f6ed877c0a660da605c708bc4358ece3919aa	9bb1b661941c1886f3c986b4f45f6ed877c0a660da605c708bc4358ece3919aa	852580	852580	verified
analysis_bundle	gamma_smc		analysis_output	figure_21_spatial_probability_ancient_eurasia_han_introgression_s0p005_t50000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p005_t50000.pdf	a42384634ab6bb46518a6fc36a592434f6dff18554f0eb01d77ef739d5421900	a42384634ab6bb46518a6fc36a592434f6dff18554f0eb01d77ef739d5421900	593678	593678	verified
analysis_bundle	gamma_smc		analysis_output	figure_22_spatial_probability_ancient_eurasia_han_introgression_s0p01_t1000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p01_t1000.png	24bf5b3967cf18f97940ec313b82d6cdc1f548bac72e1e710f03d17df72e44ae	24bf5b3967cf18f97940ec313b82d6cdc1f548bac72e1e710f03d17df72e44ae	753000	753000	verified
analysis_bundle	gamma_smc		analysis_output	figure_23_spatial_probability_ancient_eurasia_han_introgression_s0p01_t1000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p01_t1000.pdf	d03a869800d747e26ec7959e904c2164e9d3b19f3adc5fbb5f8edd759fe06a64	d03a869800d747e26ec7959e904c2164e9d3b19f3adc5fbb5f8edd759fe06a64	553514	553514	verified
analysis_bundle	gamma_smc		analysis_output	figure_24_spatial_probability_ancient_eurasia_han_introgression_s0p01_t4500_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p01_t4500.png	114e79a89678855ee32254cd8a7de32845fa10aca51968aa6a2a4f62842409c2	114e79a89678855ee32254cd8a7de32845fa10aca51968aa6a2a4f62842409c2	771785	771785	verified
analysis_bundle	gamma_smc		analysis_output	figure_25_spatial_probability_ancient_eurasia_han_introgression_s0p01_t4500_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p01_t4500.pdf	ee376b61db54bd9dbce135c39c2f2fe49517aa38b93a4650634a706baee9db5f	ee376b61db54bd9dbce135c39c2f2fe49517aa38b93a4650634a706baee9db5f	571831	571831	verified
analysis_bundle	gamma_smc		analysis_output	figure_26_spatial_probability_ancient_eurasia_han_introgression_s0p01_t10000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p01_t10000.png	b7174e14464ed5bb6cedbd33f9818935de77b868acb75fa71a082fe4df48961d	b7174e14464ed5bb6cedbd33f9818935de77b868acb75fa71a082fe4df48961d	815782	815782	verified
analysis_bundle	gamma_smc		analysis_output	figure_27_spatial_probability_ancient_eurasia_han_introgression_s0p01_t10000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p01_t10000.pdf	b2acf4270f0c6d89347526d1739f4d1475e5c26d9eac36d4294eb0a29440cce9	b2acf4270f0c6d89347526d1739f4d1475e5c26d9eac36d4294eb0a29440cce9	582487	582487	verified
analysis_bundle	gamma_smc		analysis_output	figure_28_spatial_probability_ancient_eurasia_han_introgression_s0p01_t20000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p01_t20000.png	fd8e7785cdbd0ae4fd7f8bcc6db6bd26922cf5d6d20af64983cc20e314e7325d	fd8e7785cdbd0ae4fd7f8bcc6db6bd26922cf5d6d20af64983cc20e314e7325d	829173	829173	verified
analysis_bundle	gamma_smc		analysis_output	figure_29_spatial_probability_ancient_eurasia_han_introgression_s0p01_t20000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p01_t20000.pdf	b1d1917923c9d23bf6a118a0accc6ea6552def184da0e255791f0632cfd0c0a3	b1d1917923c9d23bf6a118a0accc6ea6552def184da0e255791f0632cfd0c0a3	587340	587340	verified
analysis_bundle	gamma_smc		analysis_output	figure_30_spatial_probability_ancient_eurasia_han_introgression_s0p01_t30000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p01_t30000.png	adbdadea93b7b0c71db69195aa16607a4ffc31026baf088d37b45bded07201ff	adbdadea93b7b0c71db69195aa16607a4ffc31026baf088d37b45bded07201ff	849685	849685	verified
analysis_bundle	gamma_smc		analysis_output	figure_31_spatial_probability_ancient_eurasia_han_introgression_s0p01_t30000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p01_t30000.pdf	035e9ec97b1e33e4d6194f22845db554f6c34747060fbffa41d425cdc9229771	035e9ec97b1e33e4d6194f22845db554f6c34747060fbffa41d425cdc9229771	592062	592062	verified
analysis_bundle	gamma_smc		analysis_output	figure_32_spatial_probability_ancient_eurasia_han_introgression_s0p01_t40000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p01_t40000.png	de71891573dbeb58a61c0846e976751f339905236a7ba77550b2b21c90b13592	de71891573dbeb58a61c0846e976751f339905236a7ba77550b2b21c90b13592	848352	848352	verified
analysis_bundle	gamma_smc		analysis_output	figure_33_spatial_probability_ancient_eurasia_han_introgression_s0p01_t40000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p01_t40000.pdf	6cc4c23aa0f28168d307b1a857239beb65d26f6cd9d960bd5d598b595113deb7	6cc4c23aa0f28168d307b1a857239beb65d26f6cd9d960bd5d598b595113deb7	593128	593128	verified
analysis_bundle	gamma_smc		analysis_output	figure_34_spatial_probability_ancient_eurasia_han_introgression_s0p01_t50000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p01_t50000.png	abb0b3a415989d9a75f3ab455d4cb64877b856fdf58991564461f3dd750428b3	abb0b3a415989d9a75f3ab455d4cb64877b856fdf58991564461f3dd750428b3	857538	857538	verified
analysis_bundle	gamma_smc		analysis_output	figure_35_spatial_probability_ancient_eurasia_han_introgression_s0p01_t50000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_ancient_eurasia_han_introgression_s0p01_t50000.pdf	c49346f9e3c5d4407b4967b867ce4461b907f3d8e9212c99d0b3e418ee2de33e	c49346f9e3c5d4407b4967b867ce4461b907f3d8e9212c99d0b3e418ee2de33e	594015	594015	verified
analysis_bundle	gamma_smc		analysis_output	figure_36_spatial_probability_eas_phlash_median_s0p005_t1000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p005_t1000.png	9ab01b1eb6e0b914bc4bdacbb346f8163b204fb0b2873f2a5f75f423cc163166	9ab01b1eb6e0b914bc4bdacbb346f8163b204fb0b2873f2a5f75f423cc163166	667341	667341	verified
analysis_bundle	gamma_smc		analysis_output	figure_37_spatial_probability_eas_phlash_median_s0p005_t1000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p005_t1000.pdf	9a743444bd4c5a500766719540a9b69eb784c27ad0c47e76b4745e1d66a92ae8	9a743444bd4c5a500766719540a9b69eb784c27ad0c47e76b4745e1d66a92ae8	590192	590192	verified
analysis_bundle	gamma_smc		analysis_output	figure_38_spatial_probability_eas_phlash_median_s0p005_t4500_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p005_t4500.png	8936ebac91e3da7f5f0a8c1f5c68f8a2d55e0254e54860a2dd5300f7566702a4	8936ebac91e3da7f5f0a8c1f5c68f8a2d55e0254e54860a2dd5300f7566702a4	761951	761951	verified
analysis_bundle	gamma_smc		analysis_output	figure_39_spatial_probability_eas_phlash_median_s0p005_t4500_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p005_t4500.pdf	9be180e83d51532c4af26e5cf468b8249681b494c8eeb37ffe1e87a119e45f09	9be180e83d51532c4af26e5cf468b8249681b494c8eeb37ffe1e87a119e45f09	602698	602698	verified
analysis_bundle	gamma_smc		analysis_output	figure_40_spatial_probability_eas_phlash_median_s0p005_t10000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p005_t10000.png	2233e61b7575d65e2f23d250a02436514e84bd473f7eb80eefb595c9b891623d	2233e61b7575d65e2f23d250a02436514e84bd473f7eb80eefb595c9b891623d	775058	775058	verified
analysis_bundle	gamma_smc		analysis_output	figure_41_spatial_probability_eas_phlash_median_s0p005_t10000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p005_t10000.pdf	187aebbde9c0a22c6a87eb4b8482cef20c60a0ec261a2c48d26d59b5fd0d5f24	187aebbde9c0a22c6a87eb4b8482cef20c60a0ec261a2c48d26d59b5fd0d5f24	607940	607940	verified
analysis_bundle	gamma_smc		analysis_output	figure_42_spatial_probability_eas_phlash_median_s0p005_t20000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p005_t20000.png	5cf54045dbc68cdd53c814b1defca4b80a5bfc55b5544c71b3688b1bcaa87cb2	5cf54045dbc68cdd53c814b1defca4b80a5bfc55b5544c71b3688b1bcaa87cb2	808649	808649	verified
analysis_bundle	gamma_smc		analysis_output	figure_43_spatial_probability_eas_phlash_median_s0p005_t20000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p005_t20000.pdf	4d58865acfe263acff40ddabf547906518f7148f692e65600f36a430ecd5bfb8	4d58865acfe263acff40ddabf547906518f7148f692e65600f36a430ecd5bfb8	611898	611898	verified
analysis_bundle	gamma_smc		analysis_output	figure_44_spatial_probability_eas_phlash_median_s0p005_t30000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p005_t30000.png	ed28288ca9d2a55d3fb740f4188a7eac7b71f89139c12d2f90bb7a63e79e9449	ed28288ca9d2a55d3fb740f4188a7eac7b71f89139c12d2f90bb7a63e79e9449	800957	800957	verified
analysis_bundle	gamma_smc		analysis_output	figure_45_spatial_probability_eas_phlash_median_s0p005_t30000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p005_t30000.pdf	07e17ad9037ebf69e39fe0db8c173f92ab1bd1d2ffbf35557b1306e6a50df003	07e17ad9037ebf69e39fe0db8c173f92ab1bd1d2ffbf35557b1306e6a50df003	613790	613790	verified
analysis_bundle	gamma_smc		analysis_output	figure_46_spatial_probability_eas_phlash_median_s0p005_t40000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p005_t40000.png	7790a6aad9f5aeacac8075daee3702996725de45b51fc67323aa0b30ddd88000	7790a6aad9f5aeacac8075daee3702996725de45b51fc67323aa0b30ddd88000	823486	823486	verified
analysis_bundle	gamma_smc		analysis_output	figure_47_spatial_probability_eas_phlash_median_s0p005_t40000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p005_t40000.pdf	aeaff010a7c58415606d62bd5ab749f0c679d28f8d22ec7a1eabe89460b7fe1d	aeaff010a7c58415606d62bd5ab749f0c679d28f8d22ec7a1eabe89460b7fe1d	617192	617192	verified
analysis_bundle	gamma_smc		analysis_output	figure_48_spatial_probability_eas_phlash_median_s0p005_t50000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p005_t50000.png	603f219b43f475fd335b1dc3f0cc5a7045fbb14f3603cd950b59fcc6b2524b48	603f219b43f475fd335b1dc3f0cc5a7045fbb14f3603cd950b59fcc6b2524b48	829287	829287	verified
analysis_bundle	gamma_smc		analysis_output	figure_49_spatial_probability_eas_phlash_median_s0p005_t50000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p005_t50000.pdf	fa53bebeaa9a843832e90d45232dcd5db7d65cdf9b28eea673d50a7b82437910	fa53bebeaa9a843832e90d45232dcd5db7d65cdf9b28eea673d50a7b82437910	619690	619690	verified
analysis_bundle	gamma_smc		analysis_output	figure_50_spatial_probability_eas_phlash_median_s0p01_t1000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p01_t1000.png	c9a41f3632a8b65e155928619a7b0f05d884aa9e5429e850acc1cc3d9f807da6	c9a41f3632a8b65e155928619a7b0f05d884aa9e5429e850acc1cc3d9f807da6	606031	606031	verified
analysis_bundle	gamma_smc		analysis_output	figure_51_spatial_probability_eas_phlash_median_s0p01_t1000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p01_t1000.pdf	2539291567c57e85e32ae214be21f72408e7ce94a94f97bc20ca2ecf28371ae8	2539291567c57e85e32ae214be21f72408e7ce94a94f97bc20ca2ecf28371ae8	588195	588195	verified
analysis_bundle	gamma_smc		analysis_output	figure_52_spatial_probability_eas_phlash_median_s0p01_t4500_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p01_t4500.png	697d73434a9a7253b1b7a6d3d68119e9013f2a2fde5a9b35f4708b840aa8403d	697d73434a9a7253b1b7a6d3d68119e9013f2a2fde5a9b35f4708b840aa8403d	724071	724071	verified
analysis_bundle	gamma_smc		analysis_output	figure_53_spatial_probability_eas_phlash_median_s0p01_t4500_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p01_t4500.pdf	a4b22c92859b90d5cced21b9097b6671a3dd611dd388b1ffd33b258705eb8248	a4b22c92859b90d5cced21b9097b6671a3dd611dd388b1ffd33b258705eb8248	602100	602100	verified
analysis_bundle	gamma_smc		analysis_output	figure_54_spatial_probability_eas_phlash_median_s0p01_t10000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p01_t10000.png	8f4ae689933c57a092bc115190c83f3351b27e986a87bc06144aec0ec7b6183c	8f4ae689933c57a092bc115190c83f3351b27e986a87bc06144aec0ec7b6183c	750494	750494	verified
analysis_bundle	gamma_smc		analysis_output	figure_55_spatial_probability_eas_phlash_median_s0p01_t10000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p01_t10000.pdf	406122527df3c9f9fd22cfa272d5381fcc4a3a0fbc65b5385b5609c22f77bce0	406122527df3c9f9fd22cfa272d5381fcc4a3a0fbc65b5385b5609c22f77bce0	606655	606655	verified
analysis_bundle	gamma_smc		analysis_output	figure_56_spatial_probability_eas_phlash_median_s0p01_t20000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p01_t20000.png	b6db8360af12afeb263a490ced785d46b07eed8469cf6165a9907c29f2953dc2	b6db8360af12afeb263a490ced785d46b07eed8469cf6165a9907c29f2953dc2	778661	778661	verified
analysis_bundle	gamma_smc		analysis_output	figure_57_spatial_probability_eas_phlash_median_s0p01_t20000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p01_t20000.pdf	98440f49674cedfd3e914e034541e8d276870b06042034732235132db921d41e	98440f49674cedfd3e914e034541e8d276870b06042034732235132db921d41e	610490	610490	verified
analysis_bundle	gamma_smc		analysis_output	figure_58_spatial_probability_eas_phlash_median_s0p01_t30000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p01_t30000.png	1e2c7976c7716cb33247b6a58348d784c8b87733d3393f31f2965a5b4f75af80	1e2c7976c7716cb33247b6a58348d784c8b87733d3393f31f2965a5b4f75af80	809830	809830	verified
analysis_bundle	gamma_smc		analysis_output	figure_59_spatial_probability_eas_phlash_median_s0p01_t30000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p01_t30000.pdf	0c3ed3fe9c96372e7d9f9189b3f95579fb13128d16bb826b515bf64c88ea4d8f	0c3ed3fe9c96372e7d9f9189b3f95579fb13128d16bb826b515bf64c88ea4d8f	613666	613666	verified
analysis_bundle	gamma_smc		analysis_output	figure_60_spatial_probability_eas_phlash_median_s0p01_t40000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p01_t40000.png	559ce9558473d394dd45b1eeb95d0e0aff8860b029eaf69c46393d5e4bbece57	559ce9558473d394dd45b1eeb95d0e0aff8860b029eaf69c46393d5e4bbece57	828852	828852	verified
analysis_bundle	gamma_smc		analysis_output	figure_61_spatial_probability_eas_phlash_median_s0p01_t40000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p01_t40000.pdf	709a3ab2482b7f537f833c87256c6444e19eadb8d0d67b55b38803d0d3c2f979	709a3ab2482b7f537f833c87256c6444e19eadb8d0d67b55b38803d0d3c2f979	616361	616361	verified
analysis_bundle	gamma_smc		analysis_output	figure_62_spatial_probability_eas_phlash_median_s0p01_t50000_png	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p01_t50000.png	3001019c2649d674f2d8bec2276a31bec92b235f9b9811398724d9e83e92cec8	3001019c2649d674f2d8bec2276a31bec92b235f9b9811398724d9e83e92cec8	846597	846597	verified
analysis_bundle	gamma_smc		analysis_output	figure_63_spatial_probability_eas_phlash_median_s0p01_t50000_pdf	focused_selection_EAS_sim/results/analysis/figures/spatial_probability_eas_phlash_median_s0p01_t50000.pdf	1c16cb3bbc72aa477c234b56afb2bbb14d220e555cb398b4833ddb431442fb04	1c16cb3bbc72aa477c234b56afb2bbb14d220e555cb398b4833ddb431442fb04	619984	619984	verified
