unit_id	demography	demography_id	model_id	simulation_class	selection_coefficient	seed	generation_time_years	present_ne	final_population_af	sample_alt_count	sample_af	ms_path	ms_sha256	source_completion_path	source_completion_sha256	conditioning	birth_generation	allele_age_years	eas_selected_log_importance_weight	eas_global_effective_sample_size	eas_global_weight_sum_over_max	eas_global_max_normalized_weight	eas_time_reversal_is_approximation	eas_source_particle_id	eas_draw_occurrence	eas_particle_multiplicity	han_candidate_id	han_candidate_order	han_candidate_source_kind	han_generation_645_chb_af	decode_full_sample_alt_count	decode_pair_panel_alt_count	decode_focal_count_status
eas_neutral_exact_population_af_reverse_bridge_r015	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083615	25	37637	0.19533969232404283	34	0.17000000000000001	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r015/simulation.ms	c7b5878ac33b8456a2124fd97d4a51d00cbf6a0d2f292fc08211788eda2ae2e4	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r015/completion.json	26f5d511932e426afa92a5fe69516bd514405816e46db60f1f8176e804bfc712	exact_present_population_count_global_importance_bank	43128	1078200	1.1729582672554244	98188.934011960591	482.59209571484041	0.0020721433460669267	True	1505880	15	1		-1			34	16	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r016	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083616	25	37637	0.19533969232404283	46	0.23000000000000001	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r016/simulation.ms	c45540bbd40dbf386833682caa6a9a3739681bececc5131b0f6cdf23af4fd4f8	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r016/completion.json	ed52e161c729d5272164d8bbf242d2bddf587fc1b991ee16ff8aa2ffb781732a	exact_present_population_count_global_importance_bank	48294	1207350	2.1067128415591725	98188.934011960591	482.59209571484041	0.0020721433460669267	True	4063285	16	1		-1			46	24	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r017	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083617	25	37637	0.19533969232404283	42	0.20999999999999999	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r017/simulation.ms	903636095dba0c754e9a0c4bd075c3a9024b37db8bee8e6929c17c21eef35d14	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r017/completion.json	ff27240bcd65b63e5dc0893fe8a4457a5e8ddec51a6fe57172a79fa1a60f782f	exact_present_population_count_global_importance_bank	24177	604425	-0.33635570653971492	98188.934011960591	482.59209571484041	0.0020721433460669267	True	293670	17	1		-1			42	21	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r018	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083618	25	37637	0.19533969232404283	35	0.17499999999999999	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r018/simulation.ms	c250b5e46f7e2e9987bbd3259650adc94d53e50b4f5e91fda3feaeefe896bb8e	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r018/completion.json	9958ce69fdbdbd7da4ba843c496d87bbf812724cf6b2c7eacd910eee92f85a76	exact_present_population_count_global_importance_bank	41365	1034125	7.3003547789842997	98188.934011960591	482.59209571484041	0.0020721433460669267	True	2480060	18	1		-1			35	17	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r019	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083619	25	37637	0.19533969232404283	37	0.185	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r019/simulation.ms	79d25702f6f09a3d0eb2964d6d5f66cb44fcc6178de6084e79d24c8f23f2a2b4	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r019/completion.json	ad182ca362fba79b49fde195b5e03de1cede2f370c8801a7706fc7b547c2dd84	exact_present_population_count_global_importance_bank	11817	295425	3.8246089305170141	98188.934011960591	482.59209571484041	0.0020721433460669267	True	9331879	19	1		-1			37	18	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r020	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083620	25	37637	0.19533969232404283	38	0.19	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r020/simulation.ms	8b015a05281094050eee973d9a27b74763d7de7d4c65b85313791560860d40fe	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r020/completion.json	f7179966bbfeea22d7445291a67111cf30f0f17f339f8636c9f8003ed78442c3	exact_present_population_count_global_importance_bank	32006	800150	3.1765067640820934	98188.934011960591	482.59209571484041	0.0020721433460669267	True	4183144	20	1		-1			38	19	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r021	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083621	25	37637	0.19533969232404283	41	0.20499999999999999	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r021/simulation.ms	c661a71f4fb004ecec96fdb82d795a26432600d42701486621fe0ce10b56692b	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r021/completion.json	aa8e767b4ac24b91c7268eaa2e1228c2a816d6a927efcf7f78dac1a66fcedd44	exact_present_population_count_global_importance_bank	2120	53000	1.5731910537390199	98188.934011960591	482.59209571484041	0.0020721433460669267	True	9811314	21	1		-1			41	20	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r022	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083622	25	37637	0.19533969232404283	43	0.215	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r022/simulation.ms	d56f0e9d3922966c24d292537ea0ef4c2ee7752122ee16a2afdf721111f9bc37	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r022/completion.json	4e417ff5f3e4075e5077d18df276ffc0d5a3cebd57b71faea81577b744fdaaf7	exact_present_population_count_global_importance_bank	4204	105100	0.18259569882143012	98188.934011960591	482.59209571484041	0.0020721433460669267	True	8276947	22	1		-1			43	22	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r023	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083623	25	37637	0.19533969232404283	42	0.20999999999999999	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r023/simulation.ms	91d62f567f03f55d8d1760895a55736154ed39de3f7f8f45fa9fd76853dd5eee	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r023/completion.json	ebd3823effa04afa874a888baf025c5b4846d983c48829e0cfda802779b6b02d	exact_present_population_count_global_importance_bank	28095	702375	4.7199095530387076	98188.934011960591	482.59209571484041	0.0020721433460669267	True	6199933	23	1		-1			42	21	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r024	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083624	25	37637	0.19533969232404283	36	0.17999999999999999	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r024/simulation.ms	aba16c770c0a4cab69b31421dda2f8952d8e6b71a8701935ddcccc9dd52fbdf8	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r024/completion.json	879759a06cf1911fdef65d7db0043b4370cd52253ab37d8114aca2940d2cf746	exact_present_population_count_global_importance_bank	9689	242225	2.1154185050544605	98188.934011960591	482.59209571484041	0.0020721433460669267	True	919842	24	1		-1			36	17	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r025	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083625	25	37637	0.19533969232404283	43	0.215	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r025/simulation.ms	48a8af395f987aaac238ff9e6d2fb9d9cbe4f7f7d2014569ca2c9e3583c52dc2	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r025/completion.json	807dbbb36cd98522eddfdcf5902a90d28eafbdc098c1a4e484877168542bf47d	exact_present_population_count_global_importance_bank	15588	389700	2.9157590910705711	98188.934011960591	482.59209571484041	0.0020721433460669267	True	1971085	25	1		-1			43	22	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r026	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083626	25	37637	0.19533969232404283	44	0.22	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r026/simulation.ms	7639be7f64ad1e0f82615b894613203eccce2cbb06b4cd20f16e8b5c751705ca	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r026/completion.json	5dd1fcb55978812e21bd1d8cc81119844bcad8c07fb44b5529ea8115189a00dc	exact_present_population_count_global_importance_bank	33245	831125	3.8066700534640638	98188.934011960591	482.59209571484041	0.0020721433460669267	True	6863697	26	1		-1			44	23	unique_exact_focal_site
eas_neutral_exact_population_af_reverse_bridge_r027	EAS	EAS_PHLASH_median	eas_neutral_exact_population_af_reverse_bridge	neutral	0	2026083627	25	37637	0.19533969232404283	31	0.155	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r027/simulation.ms	0dd9996edcd967ca620d9328a9f15e5b0331114ec8b6157d81cddec1b8c508c7	/mnt/c/Users/Lenovo/codex/gamma_smc_ts/focused_selection_EAS_sim/cosi2_conditioned_gamma_study_work/conditioned_simulations/units/eas_neutral_exact_population_af_reverse_bridge_r027/completion.json	f13fb3459224900414c53f4be103737025b945835511589e427f5c345d4c365f	exact_present_population_count_global_importance_bank	1275	31875	2.2939002957789096	98188.934011960591	482.59209571484041	0.0020721433460669267	True	9358168	27	1		-1			31	14	unique_exact_focal_site
