base_specification_id	replicate_id	replicate_index	specification_id	selection_coefficient	target_allele_frequency	metric	gamma_smc	tree_truth	tree_truth_expected_sign	gamma_smc_expected_sign	raw_truth_gamma_sign_agreement	gamma_detected_given_truth_expected_sign
intro_s0p001_af20	intro_s0p001_af20__rep003	3	intro_s0p001_af20__rep003	0.001	0.2	alt_minus_ref_mean_tmrca_generations	-19100.693169000002	-44091.01402318897	True	True	True	True
intro_s0p001_af20	intro_s0p001_af20__rep003	3	intro_s0p001_af20__rep003	0.001	0.2	alt_minus_ref_normalized_cdf_auc	0.1540861397167	0.06149732620320858	True	True	True	True
intro_s0p001_af20	intro_s0p001_af20__rep004	4	intro_s0p001_af20__rep004	0.001	0.2	alt_minus_ref_mean_tmrca_generations	100.01702000000296	-26451.35735169724	True	False	False	False
intro_s0p001_af20	intro_s0p001_af20__rep004	4	intro_s0p001_af20__rep004	0.001	0.2	alt_minus_ref_normalized_cdf_auc	0.007879969757709979	0.15388888888888894	True	True	True	True
intro_s0p001_af20	intro_s0p001_af20__rep005	5	intro_s0p001_af20__rep005	0.001	0.2	alt_minus_ref_mean_tmrca_generations	-16573.809501	-9665.678477077945	True	True	True	True
intro_s0p001_af20	intro_s0p001_af20__rep005	5	intro_s0p001_af20__rep005	0.001	0.2	alt_minus_ref_normalized_cdf_auc	0.23872189804401	0.37315126050420167	True	True	True	True
intro_s0p001_af20	intro_s0p001_af20__rep006	6	intro_s0p001_af20__rep006	0.001	0.2	alt_minus_ref_mean_tmrca_generations	-16582.87911	-36223.27988165572	True	True	True	True
intro_s0p001_af20	intro_s0p001_af20__rep006	6	intro_s0p001_af20__rep006	0.001	0.2	alt_minus_ref_normalized_cdf_auc	-0.02536498648813501	0.09711538461538471	True	False	False	False
intro_s0p001_af20	intro_s0p001_af20__rep007	7	intro_s0p001_af20__rep007	0.001	0.2	alt_minus_ref_mean_tmrca_generations	-14660.638191	-14112.959183673469	True	True	True	True
intro_s0p001_af20	intro_s0p001_af20__rep007	7	intro_s0p001_af20__rep007	0.001	0.2	alt_minus_ref_normalized_cdf_auc	0.25490435933327754	0.062346938775510174	True	True	True	True
intro_s0p001_af20	intro_s0p001_af20__rep008	8	intro_s0p001_af20__rep008	0.001	0.2	alt_minus_ref_mean_tmrca_generations	-13121.18328	-46608.71854438774	True	True	True	True
intro_s0p001_af20	intro_s0p001_af20__rep008	8	intro_s0p001_af20__rep008	0.001	0.2	alt_minus_ref_normalized_cdf_auc	0.035700489817149995	0.2122881355932204	True	True	True	True
intro_s0p001_af20	intro_s0p001_af20__rep009	9	intro_s0p001_af20__rep009	0.001	0.2	alt_minus_ref_mean_tmrca_generations	-18645.326499	-24070.73630112781	True	True	True	True
intro_s0p001_af20	intro_s0p001_af20__rep009	9	intro_s0p001_af20__rep009	0.001	0.2	alt_minus_ref_normalized_cdf_auc	0.301902109486515	0.4202083333333334	True	True	True	True
intro_s0p001_af20	intro_s0p001_af20__rep010	10	intro_s0p001_af20__rep010	0.001	0.2	alt_minus_ref_mean_tmrca_generations	5436.443090000001	-34745.320027450245	True	False	False	False
intro_s0p001_af20	intro_s0p001_af20__rep010	10	intro_s0p001_af20__rep010	0.001	0.2	alt_minus_ref_normalized_cdf_auc	-0.0879101997970245	0.01370370370370376	True	False	False	False
intro_s0p001_af30	intro_s0p001_af30__rep001	1	intro_s0p001_af30__rep001	0.001	0.3	alt_minus_ref_mean_tmrca_generations	-17348.164237	-22382.657833307174	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep001	1	intro_s0p001_af30__rep001	0.001	0.3	alt_minus_ref_normalized_cdf_auc	0.11515855434867002	0.1459577922077922	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep002	2	intro_s0p001_af30__rep002	0.001	0.3	alt_minus_ref_mean_tmrca_generations	-13468.71379	-26453.061503383426	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep002	2	intro_s0p001_af30__rep002	0.001	0.3	alt_minus_ref_normalized_cdf_auc	0.11479847799875	0.1018484848484849	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep003	3	intro_s0p001_af30__rep003	0.001	0.3	alt_minus_ref_mean_tmrca_generations	-20020.998555	-28974.823274844053	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep003	3	intro_s0p001_af30__rep003	0.001	0.3	alt_minus_ref_normalized_cdf_auc	0.13942709394359498	0.15995974235104668	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep004	4	intro_s0p001_af30__rep004	0.001	0.3	alt_minus_ref_mean_tmrca_generations	-12565.827534	-27767.878822674724	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep004	4	intro_s0p001_af30__rep004	0.001	0.3	alt_minus_ref_normalized_cdf_auc	0.19458978408459998	0.2004166666666667	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep005	5	intro_s0p001_af30__rep005	0.001	0.3	alt_minus_ref_mean_tmrca_generations	-13750.636459000001	-8758.730434782608	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep005	5	intro_s0p001_af30__rep005	0.001	0.3	alt_minus_ref_normalized_cdf_auc	-0.03269124109920002	0.02486086956521738	True	False	False	False
intro_s0p001_af30	intro_s0p001_af30__rep006	6	intro_s0p001_af30__rep006	0.001	0.3	alt_minus_ref_mean_tmrca_generations	-13969.01014	-8794.440993788821	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep006	6	intro_s0p001_af30__rep006	0.001	0.3	alt_minus_ref_normalized_cdf_auc	0.01757657194908327	0.08203416149068322	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep007	7	intro_s0p001_af30__rep007	0.001	0.3	alt_minus_ref_mean_tmrca_generations	-13735.743648000001	-25973.32474897889	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep007	7	intro_s0p001_af30__rep007	0.001	0.3	alt_minus_ref_normalized_cdf_auc	0.12666969178454995	0.04696666666666663	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep008	8	intro_s0p001_af30__rep008	0.001	0.3	alt_minus_ref_mean_tmrca_generations	-1064.270649	-7416.200008	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep008	8	intro_s0p001_af30__rep008	0.001	0.3	alt_minus_ref_normalized_cdf_auc	0.011534018543899932	0.09054545454545457	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep009	9	intro_s0p001_af30__rep009	0.001	0.3	alt_minus_ref_mean_tmrca_generations	-15828.845784000001	-43948.8026427536	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep009	9	intro_s0p001_af30__rep009	0.001	0.3	alt_minus_ref_normalized_cdf_auc	0.24271874769429	0.47703124999999996	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep010	10	intro_s0p001_af30__rep010	0.001	0.3	alt_minus_ref_mean_tmrca_generations	-14221.890082999998	-10074.246377757609	True	True	True	True
intro_s0p001_af30	intro_s0p001_af30__rep010	10	intro_s0p001_af30__rep010	0.001	0.3	alt_minus_ref_normalized_cdf_auc	0.23370596788734999	0.21738948626045396	True	True	True	True
intro_s0p001_af40	intro_s0p001_af40__rep001	1	intro_s0p001_af40__rep001	0.001	0.4	alt_minus_ref_mean_tmrca_generations	-20720.673887999998	-18295.65709720682	True	True	True	True
intro_s0p001_af40	intro_s0p001_af40__rep001	1	intro_s0p001_af40__rep001	0.001	0.4	alt_minus_ref_normalized_cdf_auc	0.0771490247472	0.07700757575757577	True	True	True	True
intro_s0p001_af40	intro_s0p001_af40__rep003	3	intro_s0p001_af40__rep003	0.001	0.4	alt_minus_ref_mean_tmrca_generations	-4088.6757800000014	-32016.052060399215	True	True	True	True
intro_s0p001_af40	intro_s0p001_af40__rep003	3	intro_s0p001_af40__rep003	0.001	0.4	alt_minus_ref_normalized_cdf_auc	-0.02657223627699999	0.027236842105263157	True	False	False	False
intro_s0p001_af40	intro_s0p001_af40__rep004	4	intro_s0p001_af40__rep004	0.001	0.4	alt_minus_ref_mean_tmrca_generations	-17943.896661	-33089.63235252467	True	True	True	True
intro_s0p001_af40	intro_s0p001_af40__rep004	4	intro_s0p001_af40__rep004	0.001	0.4	alt_minus_ref_normalized_cdf_auc	0.05657196771784999	0.0011666666666667047	True	True	True	True
intro_s0p001_af40	intro_s0p001_af40__rep005	5	intro_s0p001_af40__rep005	0.001	0.4	alt_minus_ref_mean_tmrca_generations	-9093.943581000001	-7093.442823214727	True	True	True	True
intro_s0p001_af40	intro_s0p001_af40__rep005	5	intro_s0p001_af40__rep005	0.001	0.4	alt_minus_ref_normalized_cdf_auc	-0.02160092401915495	-0.06937500000000003	False	False	True	False
intro_s0p001_af40	intro_s0p001_af40__rep006	6	intro_s0p001_af40__rep006	0.001	0.4	alt_minus_ref_mean_tmrca_generations	-14267.243392999999	-23011.491994392392	True	True	True	True
intro_s0p001_af40	intro_s0p001_af40__rep006	6	intro_s0p001_af40__rep006	0.001	0.4	alt_minus_ref_normalized_cdf_auc	0.07966021512376506	-0.014852941176470569	False	True	False	False
intro_s0p001_af40	intro_s0p001_af40__rep008	8	intro_s0p001_af40__rep008	0.001	0.4	alt_minus_ref_mean_tmrca_generations	-22760.824913000004	-36162.045555301826	True	True	True	True
intro_s0p001_af40	intro_s0p001_af40__rep008	8	intro_s0p001_af40__rep008	0.001	0.4	alt_minus_ref_normalized_cdf_auc	0.17811525764273495	0.1911111111111111	True	True	True	True
intro_s0p001_af40	intro_s0p001_af40__rep009	9	intro_s0p001_af40__rep009	0.001	0.4	alt_minus_ref_mean_tmrca_generations	-13138.534319999999	-54117.65414338273	True	True	True	True
intro_s0p001_af40	intro_s0p001_af40__rep009	9	intro_s0p001_af40__rep009	0.001	0.4	alt_minus_ref_normalized_cdf_auc	0.25424479359419994	0.23328869047619044	True	True	True	True
intro_s0p001_af40	intro_s0p001_af40__rep010	10	intro_s0p001_af40__rep010	0.001	0.4	alt_minus_ref_mean_tmrca_generations	-20297.648504	-34884.71412416985	True	True	True	True
intro_s0p001_af40	intro_s0p001_af40__rep010	10	intro_s0p001_af40__rep010	0.001	0.4	alt_minus_ref_normalized_cdf_auc	0.24489326093619998	0.33764112903225807	True	True	True	True
intro_s0p001_af50	intro_s0p001_af50__rep001	1	intro_s0p001_af50__rep001	0.001	0.5	alt_minus_ref_mean_tmrca_generations	-26155.748219999998	-78793.73687917505	True	True	True	True
intro_s0p001_af50	intro_s0p001_af50__rep001	1	intro_s0p001_af50__rep001	0.001	0.5	alt_minus_ref_normalized_cdf_auc	-0.0007625394254400092	0.13152702702702704	True	False	False	False
intro_s0p001_af50	intro_s0p001_af50__rep003	3	intro_s0p001_af50__rep003	0.001	0.5	alt_minus_ref_mean_tmrca_generations	-13494.003979	-27481.854554085407	True	True	True	True
intro_s0p001_af50	intro_s0p001_af50__rep003	3	intro_s0p001_af50__rep003	0.001	0.5	alt_minus_ref_normalized_cdf_auc	0.03578323622941995	0.06582692307692306	True	True	True	True
intro_s0p001_af50	intro_s0p001_af50__rep008	8	intro_s0p001_af50__rep008	0.001	0.5	alt_minus_ref_mean_tmrca_generations	-9403.233315000001	-1987.728937728938	True	True	True	True
intro_s0p001_af50	intro_s0p001_af50__rep008	8	intro_s0p001_af50__rep008	0.001	0.5	alt_minus_ref_normalized_cdf_auc	0.20908023181409505	0.011043956043956027	True	True	True	True
intro_s0p001_af50	intro_s0p001_af50__rep009	9	intro_s0p001_af50__rep009	0.001	0.5	alt_minus_ref_mean_tmrca_generations	-17564.148081	-16833.859428457457	True	True	True	True
intro_s0p001_af50	intro_s0p001_af50__rep009	9	intro_s0p001_af50__rep009	0.001	0.5	alt_minus_ref_normalized_cdf_auc	0.27518858379838995	0.24010869565217388	True	True	True	True
intro_s0p001_af50	intro_s0p001_af50__rep010	10	intro_s0p001_af50__rep010	0.001	0.5	alt_minus_ref_mean_tmrca_generations	-17596.555729	-24233.349575959903	True	True	True	True
intro_s0p001_af50	intro_s0p001_af50__rep010	10	intro_s0p001_af50__rep010	0.001	0.5	alt_minus_ref_normalized_cdf_auc	0.07219880704965001	0.17600430416068868	True	True	True	True
intro_s0p001_af60	intro_s0p001_af60__rep005	5	intro_s0p001_af60__rep005	0.001	0.6	alt_minus_ref_mean_tmrca_generations	-20047.499065	-27857.169356786726	True	True	True	True
intro_s0p001_af60	intro_s0p001_af60__rep005	5	intro_s0p001_af60__rep005	0.001	0.6	alt_minus_ref_normalized_cdf_auc	0.20186021812965	0.06991228070175437	True	True	True	True
intro_s0p001_af60	intro_s0p001_af60__rep007	7	intro_s0p001_af60__rep007	0.001	0.6	alt_minus_ref_mean_tmrca_generations	2146.2083599999996	-419.7972972972973	True	False	False	False
intro_s0p001_af60	intro_s0p001_af60__rep007	7	intro_s0p001_af60__rep007	0.001	0.6	alt_minus_ref_normalized_cdf_auc	-0.21052149369159995	-0.09715090090090092	False	False	True	False
intro_s0p001_af60	intro_s0p001_af60__rep008	8	intro_s0p001_af60__rep008	0.001	0.6	alt_minus_ref_mean_tmrca_generations	-24797.605326	-12706.724137931034	True	True	True	True
intro_s0p001_af60	intro_s0p001_af60__rep008	8	intro_s0p001_af60__rep008	0.001	0.6	alt_minus_ref_normalized_cdf_auc	0.2186163093304175	0.09482758620689652	True	True	True	True
intro_s0p001_af60	intro_s0p001_af60__rep009	9	intro_s0p001_af60__rep009	0.001	0.6	alt_minus_ref_mean_tmrca_generations	-15956.547260000001	-25254.317293057502	True	True	True	True
intro_s0p001_af60	intro_s0p001_af60__rep009	9	intro_s0p001_af60__rep009	0.001	0.6	alt_minus_ref_normalized_cdf_auc	0.3153073175323501	0.03965183752417786	True	True	True	True
intro_s0p001_af80	intro_s0p001_af80__rep001	1	intro_s0p001_af80__rep001	0.001	0.8	alt_minus_ref_mean_tmrca_generations	-8550.260065999999	-8172.052983709602	True	True	True	True
intro_s0p001_af80	intro_s0p001_af80__rep001	1	intro_s0p001_af80__rep001	0.001	0.8	alt_minus_ref_normalized_cdf_auc	-0.14254425254944997	-0.2659375	False	False	True	False
intro_s0p005_af10	intro_s0p005_af10__rep001	1	intro_s0p005_af10__rep001	0.005	0.1	alt_minus_ref_mean_tmrca_generations	-17925.749151	-11571.972623873207	True	True	True	True
intro_s0p005_af10	intro_s0p005_af10__rep001	1	intro_s0p005_af10__rep001	0.005	0.1	alt_minus_ref_normalized_cdf_auc	0.10738852869842998	0.17548582995951417	True	True	True	True
intro_s0p005_af10	intro_s0p005_af10__rep002	2	intro_s0p005_af10__rep002	0.005	0.1	alt_minus_ref_mean_tmrca_generations	-11019.619448	-15651.61596808882	True	True	True	True
intro_s0p005_af10	intro_s0p005_af10__rep002	2	intro_s0p005_af10__rep002	0.005	0.1	alt_minus_ref_normalized_cdf_auc	0.12846399704375	0.3379829545454546	True	True	True	True
intro_s0p005_af10	intro_s0p005_af10__rep003	3	intro_s0p005_af10__rep003	0.005	0.1	alt_minus_ref_mean_tmrca_generations	-15121.558156	-21898.592129399833	True	True	True	True
intro_s0p005_af10	intro_s0p005_af10__rep003	3	intro_s0p005_af10__rep003	0.005	0.1	alt_minus_ref_normalized_cdf_auc	0.155711925976997	-0.24432926829268295	False	True	False	False
intro_s0p005_af10	intro_s0p005_af10__rep004	4	intro_s0p005_af10__rep004	0.005	0.1	alt_minus_ref_mean_tmrca_generations	-23606.340949999998	-22456.69863880645	True	True	True	True
intro_s0p005_af10	intro_s0p005_af10__rep004	4	intro_s0p005_af10__rep004	0.005	0.1	alt_minus_ref_normalized_cdf_auc	0.07833518779445003	-0.0025833333333332986	False	True	False	False
intro_s0p005_af10	intro_s0p005_af10__rep005	5	intro_s0p005_af10__rep005	0.005	0.1	alt_minus_ref_mean_tmrca_generations	-9405.570489	-10630.716191424806	True	True	True	True
intro_s0p005_af10	intro_s0p005_af10__rep005	5	intro_s0p005_af10__rep005	0.005	0.1	alt_minus_ref_normalized_cdf_auc	-0.039308744689854985	-0.10211111111111112	False	False	True	False
intro_s0p005_af10	intro_s0p005_af10__rep006	6	intro_s0p005_af10__rep006	0.005	0.1	alt_minus_ref_mean_tmrca_generations	-7257.073839999999	-3663.581081081081	True	True	True	True
intro_s0p005_af10	intro_s0p005_af10__rep006	6	intro_s0p005_af10__rep006	0.005	0.1	alt_minus_ref_normalized_cdf_auc	-0.10035227398205002	-0.1650337837837838	False	False	True	False
intro_s0p005_af10	intro_s0p005_af10__rep007	7	intro_s0p005_af10__rep007	0.005	0.1	alt_minus_ref_mean_tmrca_generations	8394.446277	-2187.539682539683	True	False	False	False
intro_s0p005_af10	intro_s0p005_af10__rep007	7	intro_s0p005_af10__rep007	0.005	0.1	alt_minus_ref_normalized_cdf_auc	-0.42588382197450003	-0.3721825396825398	False	False	True	False
intro_s0p005_af10	intro_s0p005_af10__rep008	8	intro_s0p005_af10__rep008	0.005	0.1	alt_minus_ref_mean_tmrca_generations	-23254.060211	-14723.234042553191	True	True	True	True
intro_s0p005_af10	intro_s0p005_af10__rep008	8	intro_s0p005_af10__rep008	0.005	0.1	alt_minus_ref_normalized_cdf_auc	0.26098464130522114	0.22436170212765955	True	True	True	True
intro_s0p005_af10	intro_s0p005_af10__rep009	9	intro_s0p005_af10__rep009	0.005	0.1	alt_minus_ref_mean_tmrca_generations	-16350.54398	-78888.39455154492	True	True	True	True
intro_s0p005_af10	intro_s0p005_af10__rep009	9	intro_s0p005_af10__rep009	0.005	0.1	alt_minus_ref_normalized_cdf_auc	0.15161122661585	0.16806451612903228	True	True	True	True
intro_s0p005_af10	intro_s0p005_af10__rep010	10	intro_s0p005_af10__rep010	0.005	0.1	alt_minus_ref_mean_tmrca_generations	-36668.807183	-113633.50064271582	True	True	True	True
intro_s0p005_af10	intro_s0p005_af10__rep010	10	intro_s0p005_af10__rep010	0.005	0.1	alt_minus_ref_normalized_cdf_auc	0.34936313381485	0.1178	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep001	1	intro_s0p005_af20__rep001	0.005	0.2	alt_minus_ref_mean_tmrca_generations	-6720.08684	-16157.803921568626	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep001	1	intro_s0p005_af20__rep001	0.005	0.2	alt_minus_ref_normalized_cdf_auc	0.09703590644928402	0.12241176470588236	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep002	2	intro_s0p005_af20__rep002	0.005	0.2	alt_minus_ref_mean_tmrca_generations	-9564.82413	-32083.858869477484	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep002	2	intro_s0p005_af20__rep002	0.005	0.2	alt_minus_ref_normalized_cdf_auc	0.15264337785469997	0.20824074074074073	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep003	3	intro_s0p005_af20__rep003	0.005	0.2	alt_minus_ref_mean_tmrca_generations	-26443.841272	-33614.2228196026	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep003	3	intro_s0p005_af20__rep003	0.005	0.2	alt_minus_ref_normalized_cdf_auc	0.307705580558375	0.23664179104477612	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep004	4	intro_s0p005_af20__rep004	0.005	0.2	alt_minus_ref_mean_tmrca_generations	-17072.847661	-13445.170813097036	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep004	4	intro_s0p005_af20__rep004	0.005	0.2	alt_minus_ref_normalized_cdf_auc	0.31424753159138	0.18712374581939803	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep005	5	intro_s0p005_af20__rep005	0.005	0.2	alt_minus_ref_mean_tmrca_generations	6192.6436219	1374.494382022472	False	False	True	False
intro_s0p005_af20	intro_s0p005_af20__rep005	5	intro_s0p005_af20__rep005	0.005	0.2	alt_minus_ref_normalized_cdf_auc	-0.5997874422950049	-0.5740449438202248	False	False	True	False
intro_s0p005_af20	intro_s0p005_af20__rep006	6	intro_s0p005_af20__rep006	0.005	0.2	alt_minus_ref_mean_tmrca_generations	-31350.142525000003	-18466.578978529713	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep006	6	intro_s0p005_af20__rep006	0.005	0.2	alt_minus_ref_normalized_cdf_auc	0.32654067574268547	0.17634502923976608	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep007	7	intro_s0p005_af20__rep007	0.005	0.2	alt_minus_ref_mean_tmrca_generations	-34585.330938	-71335.79569016596	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep007	7	intro_s0p005_af20__rep007	0.005	0.2	alt_minus_ref_normalized_cdf_auc	0.30073332714142564	0.205	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep008	8	intro_s0p005_af20__rep008	0.005	0.2	alt_minus_ref_mean_tmrca_generations	-8815.853922	-24826.383036613497	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep008	8	intro_s0p005_af20__rep008	0.005	0.2	alt_minus_ref_normalized_cdf_auc	-0.00032662878368000525	0.005903361344537811	True	False	False	False
intro_s0p005_af20	intro_s0p005_af20__rep009	9	intro_s0p005_af20__rep009	0.005	0.2	alt_minus_ref_mean_tmrca_generations	-21038.953883	-21887.24052751425	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep009	9	intro_s0p005_af20__rep009	0.005	0.2	alt_minus_ref_normalized_cdf_auc	0.24249123594674996	0.3301960784313726	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep010	10	intro_s0p005_af20__rep010	0.005	0.2	alt_minus_ref_mean_tmrca_generations	-18648.265564	-41832.22721978474	True	True	True	True
intro_s0p005_af20	intro_s0p005_af20__rep010	10	intro_s0p005_af20__rep010	0.005	0.2	alt_minus_ref_normalized_cdf_auc	0.3412618198128501	0.4023024316109423	True	True	True	True
intro_s0p005_af30	intro_s0p005_af30__rep001	1	intro_s0p005_af30__rep001	0.005	0.3	alt_minus_ref_mean_tmrca_generations	-2985.9605169999995	-979.1139240506329	True	True	True	True
intro_s0p005_af30	intro_s0p005_af30__rep001	1	intro_s0p005_af30__rep001	0.005	0.3	alt_minus_ref_normalized_cdf_auc	0.2589721543466012	0.15822784810126578	True	True	True	True
intro_s0p005_af30	intro_s0p005_af30__rep002	2	intro_s0p005_af30__rep002	0.005	0.3	alt_minus_ref_mean_tmrca_generations	4973.249328	-294.4805194805199	True	False	False	False
intro_s0p005_af30	intro_s0p005_af30__rep002	2	intro_s0p005_af30__rep002	0.005	0.3	alt_minus_ref_normalized_cdf_auc	0.02364060259065004	0.10847402597402597	True	True	True	True
intro_s0p005_af30	intro_s0p005_af30__rep003	3	intro_s0p005_af30__rep003	0.005	0.3	alt_minus_ref_mean_tmrca_generations	-12020.014290000001	-25897.52136649369	True	True	True	True
intro_s0p005_af30	intro_s0p005_af30__rep003	3	intro_s0p005_af30__rep003	0.005	0.3	alt_minus_ref_normalized_cdf_auc	0.11946099804834501	0.09473684210526316	True	True	True	True
