key,position_bp,af,decoded_mass_T50000
neutral/rep0388,2890000,0.0,0.0
neutral/rep0388,2900000,0.0,0.0
neutral/rep0388,2910000,0.0,0.0
neutral/rep0388,2920000,0.0,0.0
neutral/rep0388,2930000,0.0,0.0
neutral/rep0388,2940000,0.0,0.0
neutral/rep0388,2950000,0.0,0.0
neutral/rep0388,2960000,0.0,0.0
neutral/rep0388,2970000,0.0,0.0
neutral/rep0388,2980000,0.0,0.0
neutral/rep0388,2990000,0.0,0.0
neutral/rep0388,3000000,0.02,0.0001
neutral/rep0388,3010000,0.0,0.0
neutral/rep0388,3020000,0.0,0.0
neutral/rep0388,3030000,0.0,0.0
neutral/rep0388,3040000,0.0,0.0
neutral/rep0388,3050000,0.0,0.0
neutral/rep0388,3060000,0.0,0.0
neutral/rep0388,3070000,0.0,0.0
neutral/rep0388,3080000,0.0,0.0
neutral/rep0388,3090000,0.0,0.0
neutral/rep0388,3100000,0.0,0.0
neutral/rep0388,3110000,0.0,0.0
neutral/rep0388,3120000,0.0,0.0
neutral/rep0388,3130000,0.0,0.0
neutral/rep0388,3140000,0.0,0.0
neutral/rep0388,3150000,0.0,0.0
neutral/rep0388,3160000,0.0,0.0
neutral/rep0388,3170000,0.0,0.0
neutral/rep0388,3180000,0.0,0.0
neutral/rep0388,3190000,0.0,0.0
neutral/rep0388,3200000,0.0,0.0
neutral/rep0388,3210000,0.0,0.0
neutral/rep0388,3220000,0.0,0.0
neutral/rep0388,3230000,0.0,0.0
neutral/rep0388,3240000,0.0,0.0
neutral/rep0388,3250000,0.0,0.0
neutral/rep0388,3260000,0.0,0.0
neutral/rep0388,3270000,0.0,0.0
neutral/rep0388,3280000,0.0,0.0
neutral/rep0388,3290000,0.0,0.0
neutral/rep0388,3300000,0.0,0.0
neutral/rep0388,3310000,0.0,0.0
neutral/rep0388,3320000,0.0,0.0
neutral/rep0388,3330000,0.0,0.0
neutral/rep0388,3340000,0.0,0.0
neutral/rep0388,3350000,0.0,0.0
neutral/rep0388,3360000,0.0,0.0
neutral/rep0388,3370000,0.0,0.0
neutral/rep0388,3380000,0.0,0.0
neutral/rep0388,3390000,0.0,0.0
neutral/rep0388,3400000,0.0,0.0
neutral/rep0388,3410000,0.0,0.0
neutral/rep0388,3420000,0.0,0.0
neutral/rep0388,3430000,0.0,0.0
neutral/rep0388,3440000,0.0,0.0
neutral/rep0388,3450000,0.0,0.0
neutral/rep0388,3460000,0.0,0.0
neutral/rep0388,3470000,0.0,0.0
neutral/rep0388,3480000,0.0,0.0
neutral/rep0388,3490000,0.0,0.0
neutral/rep0388,3500000,0.0,0.0
neutral/rep0388,3510000,0.0,0.0
neutral/rep0388,3520000,0.0,0.0
neutral/rep0388,3530000,0.0,0.0
neutral/rep0388,3540000,0.0,0.0
neutral/rep0388,3550000,0.0,0.0
neutral/rep0388,3560000,0.0,0.0
neutral/rep0388,3570000,0.0,0.0
neutral/rep0388,3580000,0.0,0.0
neutral/rep0388,3590000,0.0,0.0
neutral/rep0388,3600000,0.0,0.0
neutral/rep0388,3610000,0.0,0.0
neutral/rep0388,3620000,0.0,0.0
neutral/rep0388,3630000,0.0,0.0
neutral/rep0388,3640000,0.0,0.0
neutral/rep0388,3650000,0.0,0.0
neutral/rep0388,3660000,0.0,0.0
neutral/rep0388,3670000,0.0,0.0
neutral/rep0388,3680000,0.0,0.0
neutral/rep0388,3690000,0.0,0.0
neutral/rep0388,3700000,0.0,0.0
neutral/rep0388,3710000,0.0,0.0
neutral/rep0388,3720000,0.0,0.0
neutral/rep0388,3730000,0.0,0.0
neutral/rep0388,3740000,0.0,0.0
neutral/rep0388,3750000,0.0,0.0
neutral/rep0388,3760000,0.0,0.0
neutral/rep0388,3770000,0.0,0.0
neutral/rep0388,3780000,0.0,0.0
neutral/rep0388,3790000,0.0,0.0
neutral/rep0388,3800000,0.0,0.0
neutral/rep0388,3810000,0.0,0.0
neutral/rep0388,3820000,0.0,0.0
neutral/rep0388,3830000,0.0,0.0
neutral/rep0388,3840000,0.0,0.0
neutral/rep0388,3850000,0.0,0.0
neutral/rep0388,3860000,0.0,0.0
neutral/rep0388,3870000,0.0,0.0
neutral/rep0388,3880000,0.0,0.0
neutral/rep0388,3890000,0.0,0.0
neutral/rep0388,3900000,0.0,0.0
neutral/rep0388,3910000,0.0,0.0
neutral/rep0388,3920000,0.0,0.0
neutral/rep0388,3930000,0.0,0.0
neutral/rep0388,3940000,0.0,0.0
neutral/rep0388,3950000,0.0,0.0
neutral/rep0388,3960000,0.0,0.0
neutral/rep0388,3970000,0.0,0.0
neutral/rep0388,3980000,0.0,0.0
neutral/rep0388,3990000,0.0,0.0
neutral/rep0388,4000000,0.0,0.0
neutral/rep0388,4010000,0.0,0.0
neutral/rep0388,4020000,0.0,0.0
neutral/rep0388,4030000,0.0,0.0
neutral/rep0388,4040000,0.0,0.0
neutral/rep0388,4050000,0.0,0.0
neutral/rep0388,4060000,0.0,0.0
neutral/rep0388,4070000,0.0,0.0
neutral/rep0388,4080000,0.0,0.0
neutral/rep0388,4090000,0.0,0.0
neutral/rep0388,4100000,0.0,0.0
neutral/rep0388,4110000,0.0,0.0
neutral/rep0388,4120000,0.0,0.0
neutral/rep0388,4130000,0.0,0.0
neutral/rep0388,4140000,0.0,0.0
neutral/rep0388,4150000,0.0,0.0
neutral/rep0388,4160000,0.0,0.0
neutral/rep0388,4170000,0.0,0.0
neutral/rep0388,4180000,0.0,0.0
neutral/rep0388,4190000,0.0,0.0
neutral/rep0388,4200000,0.0,0.0
neutral/rep0388,4210000,0.0,0.0
neutral/rep0388,4220000,0.0,0.0
neutral/rep0388,4230000,0.0,0.0
neutral/rep0388,4240000,0.0,0.0
neutral/rep0388,4250000,0.0,0.0
neutral/rep0388,4260000,0.0,0.0
neutral/rep0388,4270000,0.0,0.0
neutral/rep0388,4280000,0.0,0.0
neutral/rep0388,4290000,0.0,0.0
neutral/rep0388,4300000,0.0,0.0
neutral/rep0388,4310000,0.0,0.0
neutral/rep0388,4320000,0.0,0.0
neutral/rep0388,4330000,0.0,0.0
neutral/rep0388,4340000,0.0,0.0
neutral/rep0388,4350000,0.0,0.0
neutral/rep0388,4360000,0.0,0.0
neutral/rep0388,4370000,0.0,0.0
neutral/rep0388,4380000,0.0,0.0
neutral/rep0388,4390000,0.0,0.0
neutral/rep0388,4400000,0.0,0.0
neutral/rep0388,4410000,0.0,0.0
neutral/rep0388,4420000,0.0,0.0
neutral/rep0388,4430000,0.0,0.0
neutral/rep0388,4440000,0.0,0.0
neutral/rep0388,4450000,0.0,0.0
neutral/rep0388,4460000,0.0,0.0
neutral/rep0388,4470000,0.0,0.0
neutral/rep0388,4480000,0.0,0.0
neutral/rep0388,4490000,0.0,0.0
neutral/rep0388,4500000,0.0,0.0
neutral/rep0388,4510000,0.0,0.0
neutral/rep0388,4520000,0.0,0.0
neutral/rep0388,4530000,0.0,0.0
neutral/rep0388,4540000,0.0,0.0
neutral/rep0388,4550000,0.0,0.0
neutral/rep0388,4560000,0.0,0.0
neutral/rep0388,4570000,0.0,0.0
neutral/rep0388,4580000,0.0,0.0
neutral/rep0388,4590000,0.0,0.0
neutral/rep0388,4600000,0.0,0.0
neutral/rep0388,4610000,0.0,0.0
neutral/rep0388,4620000,0.0,0.0
neutral/rep0388,4630000,0.0,0.0
neutral/rep0388,4640000,0.0,0.0
neutral/rep0388,4650000,0.0,0.0
neutral/rep0388,4660000,0.0,0.0
neutral/rep0388,4670000,0.0,0.0
neutral/rep0388,4680000,0.0,0.0
neutral/rep0388,4690000,0.0,0.0
neutral/rep0388,4700000,0.0,0.0
neutral/rep0388,4710000,0.0,0.0
neutral/rep0388,4720000,0.0,0.0
neutral/rep0388,4730000,0.0,0.0
neutral/rep0388,4740000,0.0,0.0
neutral/rep0388,4750000,0.0,0.0
neutral/rep0388,4760000,0.0,0.0
neutral/rep0388,4770000,0.0,0.0
neutral/rep0388,4780000,0.0,0.0
neutral/rep0388,4790000,0.0,0.0
neutral/rep0388,4800000,0.0,0.0
neutral/rep0388,4810000,0.0,0.0
neutral/rep0388,4820000,0.0,0.0
neutral/rep0388,4830000,0.0,0.0
neutral/rep0388,4840000,0.0,0.0
neutral/rep0388,4850000,0.0,0.0
neutral/rep0388,4860000,0.0,0.0
neutral/rep0388,4870000,0.0,0.0
neutral/rep0388,4880000,0.0,0.0
neutral/rep0388,4890000,0.0,0.0
neutral/rep0388,4900000,0.0,0.0
neutral/rep0388,4910000,0.0,0.0
neutral/rep0388,4920000,0.0,0.0
neutral/rep0388,4930000,0.0,0.0
neutral/rep0388,4940000,0.0,0.0
neutral/rep0388,4950000,0.0,0.0
neutral/rep0388,4960000,0.0,0.0
neutral/rep0388,4970000,0.0,0.0
neutral/rep0388,4980000,0.0,0.0
neutral/rep0388,4990000,0.0,0.0
neutral/rep0388,5000000,0.0,0.0
neutral/rep0388,5010000,0.0,0.0
neutral/rep0388,5020000,0.0,0.0
neutral/rep0388,5030000,0.0,0.0
neutral/rep0388,5040000,0.0,0.0
neutral/rep0388,5050000,0.0,0.0
neutral/rep0388,5060000,0.0,0.0
neutral/rep0388,5070000,0.0,0.0
neutral/rep0388,5080000,0.0,0.0
neutral/rep0388,5090000,0.0,0.0
neutral/rep0388,5100000,0.0,0.0
neutral/rep0388,5110000,0.0,0.0
neutral/rep0388,5120000,0.0,0.0
neutral/rep0388,5130000,0.0,0.0
neutral/rep0388,5140000,0.0,0.0
neutral/rep0388,5150000,0.0,0.0
neutral/rep0388,5160000,0.0,0.0
neutral/rep0388,5170000,0.0,0.0
neutral/rep0388,5180000,0.0,0.0
neutral/rep0388,5190000,0.0,0.0
neutral/rep0388,5200000,0.0,0.0
neutral/rep0388,5210000,0.0,0.0
neutral/rep0388,5220000,0.0,0.0
neutral/rep0388,5230000,0.0,0.0
neutral/rep0388,5240000,0.0,0.0
neutral/rep0388,5250000,0.0,0.0
neutral/rep0388,5260000,0.0,0.0
neutral/rep0388,5270000,0.0,0.0
neutral/rep0388,5280000,0.0,0.0
neutral/rep0388,5290000,0.0,0.0
neutral/rep0388,5300000,0.0,0.0
neutral/rep0388,5310000,0.0,0.0
neutral/rep0388,5320000,0.0,0.0
neutral/rep0388,5330000,0.0,0.0
neutral/rep0388,5340000,0.0,0.0
neutral/rep0388,5350000,0.0,0.0
neutral/rep0388,5360000,0.0,0.0
neutral/rep0388,5370000,0.0,0.0
neutral/rep0388,5380000,0.0,0.0
neutral/rep0388,5390000,0.0,0.0
neutral/rep0388,5400000,0.0,0.0
neutral/rep0388,5410000,0.0,0.0
neutral/rep0388,5420000,0.0,0.0
neutral/rep0388,5430000,0.0,0.0
neutral/rep0388,5440000,0.0,0.0
neutral/rep0388,5450000,0.0,0.0
neutral/rep0388,5460000,0.0,0.0
neutral/rep0388,5470000,0.0,0.0
neutral/rep0388,5480000,0.0,0.0
neutral/rep0388,5490000,0.0,0.0
neutral/rep0388,5500000,0.0,0.0
neutral/rep0388,5510000,0.0,0.0
neutral/rep0388,5520000,0.0,0.0
neutral/rep0388,5530000,0.0,0.0
neutral/rep0388,5540000,0.0,0.0
neutral/rep0388,5550000,0.0,0.0
neutral/rep0388,5560000,0.0,0.0
neutral/rep0388,5570000,0.0,0.0
neutral/rep0388,5580000,0.0,0.0
neutral/rep0388,5590000,0.0,0.0
neutral/rep0388,5600000,0.0,0.0
neutral/rep0388,5610000,0.0,0.0
neutral/rep0388,5620000,0.0,0.0
neutral/rep0388,5630000,0.0,0.0
neutral/rep0388,5640000,0.0,0.0
neutral/rep0388,5650000,0.0,0.0
neutral/rep0388,5660000,0.0,0.0
neutral/rep0388,5670000,0.0,0.0
neutral/rep0388,5680000,0.0,0.0
neutral/rep0388,5690000,0.0,0.0
neutral/rep0388,5700000,0.0,0.0
neutral/rep0388,5710000,0.0,0.0
neutral/rep0388,5720000,0.0325,0.0013
neutral/rep0388,5730000,0.0325,0.0013
neutral/rep0388,5740000,0.0,0.0
neutral/rep0388,5750000,0.0325,0.0014
neutral/rep0388,5760000,0.035,0.0014
neutral/rep0388,5770000,0.0,0.0
neutral/rep0388,5780000,0.04,0.0015
neutral/rep0388,5790000,0.0375,0.0011
neutral/rep0388,5800000,0.04,0.0012
neutral/rep0388,5810000,0.04,0.0012
neutral/rep0388,5820000,0.04,0.0012
neutral/rep0388,5830000,0.0425,0.0015
neutral/rep0388,5840000,0.0425,0.0015
neutral/rep0388,5850000,0.0,0.0
neutral/rep0388,5860000,0.0275,0.0003
neutral/rep0388,5870000,0.0,0.0
neutral/rep0388,5880000,0.0,0.0
neutral/rep0388,5890000,0.0,0.0
neutral/rep0388,5900000,0.0,0.0
neutral/rep0388,5910000,0.0,0.0
neutral/rep0388,5920000,0.0,0.0
neutral/rep0388,5930000,0.0,0.0
neutral/rep0388,5940000,0.0,0.0
neutral/rep0388,5950000,0.0,0.0
neutral/rep0388,5960000,0.0,0.0
neutral/rep0388,5970000,0.0,0.0
neutral/rep0388,5980000,0.0,0.0
neutral/rep0388,5990000,0.0,0.0
neutral/rep0388,6000000,0.0,0.0
neutral/rep0388,6010000,0.0,0.0
neutral/rep0388,6020000,0.0,0.0
neutral/rep0388,6030000,0.0,0.0
neutral/rep0388,6040000,0.0,0.0
neutral/rep0388,6050000,0.0,0.0
neutral/rep0388,6060000,0.125,0.017
neutral/rep0388,6070000,0.0575,0.0028
neutral/rep0388,6080000,0.3525,0.0571
neutral/rep0388,6090000,0.3925,0.077
neutral/rep0388,6100000,0.3725,0.0944
neutral/rep0388,6110000,0.375,0.1059
neutral/rep0388,6120000,0.485,0.1243
neutral/rep0388,6130000,0.0,0.0
neutral/rep0388,6140000,0.0,0.0
neutral/rep0388,6150000,0.0,0.0
neutral/rep0388,6160000,0.0,0.0
neutral/rep0388,6170000,0.0,0.0
neutral/rep0388,6180000,0.0,0.0
neutral/rep0388,6190000,0.0,0.0
neutral/rep0388,6200000,0.0,0.0
neutral/rep0388,6210000,0.0125,0.0
neutral/rep0388,6220000,0.0,0.0
neutral/rep0388,6230000,0.0,0.0
neutral/rep0388,6240000,0.0,0.0
neutral/rep0388,6250000,0.0,0.0
neutral/rep0388,6260000,0.0,0.0
neutral/rep0388,6270000,0.0,0.0
neutral/rep0388,6280000,0.0,0.0
neutral/rep0388,6290000,0.0,0.0
neutral/rep0388,6300000,0.0,0.0
neutral/rep0388,6310000,0.0,0.0
neutral/rep0388,6320000,0.0,0.0
neutral/rep0388,6330000,0.0,0.0
neutral/rep0388,6340000,0.0,0.0
neutral/rep0388,6350000,0.0,0.0
neutral/rep0388,6360000,0.0,0.0
neutral/rep0388,6370000,0.0,0.0
neutral/rep0388,6380000,0.0,0.0
neutral/rep0388,6390000,0.0,0.0
neutral/rep0388,6400000,0.0,0.0
neutral/rep0388,6410000,0.0,0.0
neutral/rep0388,6420000,0.0,0.0
neutral/rep0388,6430000,0.0,0.0
neutral/rep0388,6440000,0.0,0.0
neutral/rep0388,6450000,0.0,0.0
neutral/rep0388,6460000,0.0,0.0
neutral/rep0388,6470000,0.0,0.0
neutral/rep0388,6480000,0.0,0.0
neutral/rep0388,6490000,0.0,0.0
neutral/rep0388,6500000,0.0,0.0
neutral/rep0388,6510000,0.0,0.0
neutral/rep0388,6520000,0.0,0.0
neutral/rep0388,6530000,0.0,0.0
neutral/rep0388,6540000,0.0,0.0
neutral/rep0388,6550000,0.0,0.0
neutral/rep0388,6560000,0.0,0.0
neutral/rep0388,6570000,0.0,0.0
neutral/rep0388,6580000,0.0,0.0
neutral/rep0388,6590000,0.0,0.0
neutral/rep0388,6600000,0.0,0.0
neutral/rep0388,6610000,0.0,0.0
neutral/rep0388,6620000,0.0,0.0
neutral/rep0388,6630000,0.0,0.0
neutral/rep0388,6640000,0.0,0.0
