seed	band_low	band_high	position	derived_frequency	n_hom	threshold_years	p_hom_derived	p_unconditional
20260830	0.65	0.75	4998925.0	0.67	46	30000.0	0.21739130434782608	0.12
20260830	0.65	0.75	4998925.0	0.67	46	50000.0	0.391304347826087	0.21
20260830	0.65	0.75	4998925.0	0.67	46	100000.0	1.0	0.5
20260830	0.85	0.95	5007064.0	0.905	82	10000.0	0.012195121951219513	0.01
20260830	0.85	0.95	5007064.0	0.905	82	20000.0	0.10975609756097561	0.09
20260830	0.85	0.95	5007064.0	0.905	82	30000.0	0.13414634146341464	0.11
20260830	0.85	0.95	5007064.0	0.905	82	50000.0	0.24390243902439024	0.2
20260830	0.85	0.95	5007064.0	0.905	82	100000.0	1.0	0.82
20260832	0.25	0.35	5009309.0	0.325	12	10000.0	0.0	0.01
20260832	0.25	0.35	5009309.0	0.325	12	20000.0	0.08333333333333333	0.05
20260832	0.25	0.35	5009309.0	0.325	12	30000.0	0.25	0.07
20260832	0.25	0.35	5009309.0	0.325	12	50000.0	0.3333333333333333	0.13
20260832	0.25	0.35	5009309.0	0.325	12	100000.0	0.5833333333333334	0.17
20260832	0.45	0.55	5010344.0	0.53	29	10000.0	0.0	0.01
20260832	0.45	0.55	5010344.0	0.53	29	20000.0	0.10344827586206896	0.05
20260832	0.45	0.55	5010344.0	0.53	29	30000.0	0.10344827586206896	0.07
20260832	0.45	0.55	5010344.0	0.53	29	50000.0	0.27586206896551724	0.13
20260832	0.45	0.55	5010344.0	0.53	29	100000.0	0.27586206896551724	0.16
20260832	0.65	0.75	4989867.0	0.65	43	10000.0	0.0	0.01
20260832	0.65	0.75	4989867.0	0.65	43	20000.0	0.046511627906976744	0.03
20260832	0.65	0.75	4989867.0	0.65	43	30000.0	0.13953488372093023	0.09
20260832	0.65	0.75	4989867.0	0.65	43	50000.0	0.20930232558139536	0.16
20260832	0.65	0.75	4989867.0	0.65	43	100000.0	0.2558139534883721	0.2
20260832	0.85	0.95	5012748.0	0.865	74	10000.0	0.0	0.0
20260832	0.85	0.95	5012748.0	0.865	74	20000.0	0.05405405405405406	0.04
20260832	0.85	0.95	5012748.0	0.865	74	30000.0	0.08108108108108109	0.06
20260832	0.85	0.95	5012748.0	0.865	74	50000.0	0.16216216216216217	0.12
20260832	0.85	0.95	5012748.0	0.865	74	100000.0	0.20270270270270271	0.15
20260834	0.45	0.55	4998748.0	0.455	21	10000.0	0.0	0.0
20260834	0.45	0.55	4998748.0	0.455	21	20000.0	0.09523809523809523	0.05
20260834	0.45	0.55	4998748.0	0.455	21	30000.0	0.19047619047619047	0.08
20260834	0.45	0.55	4998748.0	0.455	21	50000.0	0.38095238095238093	0.12
20260834	0.45	0.55	4998748.0	0.455	21	100000.0	0.6666666666666666	0.28
20260834	0.65	0.75	5008685.0	0.715	49	10000.0	0.0	0.0
20260834	0.65	0.75	5008685.0	0.715	49	20000.0	0.061224489795918366	0.05
20260834	0.65	0.75	5008685.0	0.715	49	30000.0	0.10204081632653061	0.07
20260834	0.65	0.75	5008685.0	0.715	49	50000.0	0.2857142857142857	0.17
20260834	0.65	0.75	5008685.0	0.715	49	100000.0	0.40816326530612246	0.26
20260834	0.85	0.95	5017711.0	0.895	81	10000.0	0.0	0.0
20260834	0.85	0.95	5017711.0	0.895	81	20000.0	0.07407407407407407	0.06
20260834	0.85	0.95	5017711.0	0.895	81	30000.0	0.08641975308641975	0.07
20260834	0.85	0.95	5017711.0	0.895	81	50000.0	0.18518518518518517	0.16
20260834	0.85	0.95	5017711.0	0.895	81	100000.0	0.9012345679012346	0.74
20260836	0.45	0.55	5018554.0	0.495	25	10000.0	0.0	0.0
20260836	0.45	0.55	5018554.0	0.495	25	20000.0	0.04	0.03
20260836	0.45	0.55	5018554.0	0.495	25	30000.0	0.08	0.08
20260836	0.45	0.55	5018554.0	0.495	25	50000.0	0.24	0.2
20260836	0.45	0.55	5018554.0	0.495	25	100000.0	0.24	0.32
20260836	0.65	0.75	4979308.0	0.68	48	10000.0	0.0	0.0
20260836	0.65	0.75	4979308.0	0.68	48	20000.0	0.041666666666666664	0.02
20260836	0.65	0.75	4979308.0	0.68	48	30000.0	0.16666666666666666	0.11
20260836	0.65	0.75	4979308.0	0.68	48	50000.0	0.3333333333333333	0.21
20260836	0.65	0.75	4979308.0	0.68	48	100000.0	0.5625	0.32
20260836	0.85	0.95	4997691.0	0.865	74	10000.0	0.0	0.0
20260836	0.85	0.95	4997691.0	0.865	74	20000.0	0.02702702702702703	0.02
20260836	0.85	0.95	4997691.0	0.865	74	30000.0	0.10810810810810811	0.08
20260836	0.85	0.95	4997691.0	0.865	74	50000.0	0.36486486486486486	0.27
20260836	0.85	0.95	4997691.0	0.865	74	100000.0	0.8378378378378378	0.62
20260838	0.45	0.55	5010579.0	0.5	23	10000.0	0.0	0.0
20260838	0.45	0.55	5010579.0	0.5	23	20000.0	0.13043478260869565	0.06
20260838	0.45	0.55	5010579.0	0.5	23	30000.0	0.17391304347826086	0.16
20260838	0.45	0.55	5010579.0	0.5	23	50000.0	0.6086956521739131	0.26
20260838	0.45	0.55	5010579.0	0.5	23	100000.0	0.6086956521739131	0.29
20260838	0.65	0.75	5034415.0	0.65	43	10000.0	0.023255813953488372	0.01
20260838	0.65	0.75	5034415.0	0.65	43	20000.0	0.09302325581395349	0.07
20260838	0.65	0.75	5034415.0	0.65	43	30000.0	0.3488372093023256	0.18
20260838	0.65	0.75	5034415.0	0.65	43	50000.0	0.5116279069767442	0.35
20260838	0.65	0.75	5034415.0	0.65	43	100000.0	0.7906976744186046	0.47
20260838	0.85	0.95	4962983.0	0.86	73	10000.0	0.0	0.0
20260838	0.85	0.95	4962983.0	0.86	73	20000.0	0.0958904109589041	0.07
20260838	0.85	0.95	4962983.0	0.86	73	30000.0	0.1643835616438356	0.12
20260838	0.85	0.95	4962983.0	0.86	73	50000.0	0.273972602739726	0.21
20260838	0.85	0.95	4962983.0	0.86	73	100000.0	0.273972602739726	0.21
20260840	0.25	0.35	4998308.0	0.29	10	10000.0	0.0	0.01
20260840	0.25	0.35	4998308.0	0.29	10	20000.0	0.3	0.07
20260840	0.25	0.35	4998308.0	0.29	10	30000.0	0.5	0.16
20260840	0.25	0.35	4998308.0	0.29	10	50000.0	1.0	0.22
20260840	0.25	0.35	4998308.0	0.29	10	100000.0	1.0	0.26
20260840	0.45	0.55	4963469.0	0.535	27	10000.0	0.0	0.01
20260840	0.45	0.55	4963469.0	0.535	27	20000.0	0.037037037037037035	0.03
20260840	0.45	0.55	4963469.0	0.535	27	30000.0	0.14814814814814814	0.08
20260840	0.45	0.55	4963469.0	0.535	27	50000.0	0.37037037037037035	0.18
20260840	0.45	0.55	4963469.0	0.535	27	100000.0	0.5925925925925926	0.29
20260840	0.65	0.75	5008899.0	0.715	55	10000.0	0.01818181818181818	0.01
20260840	0.65	0.75	5008899.0	0.715	55	20000.0	0.07272727272727272	0.07
20260840	0.65	0.75	5008899.0	0.715	55	30000.0	0.2	0.17
20260840	0.65	0.75	5008899.0	0.715	55	50000.0	0.2909090909090909	0.28
20260840	0.65	0.75	5008899.0	0.715	55	100000.0	0.36363636363636365	0.32
20260840	0.85	0.95	4932047.0	0.88	77	10000.0	0.012987012987012988	0.01
20260840	0.85	0.95	4932047.0	0.88	77	20000.0	0.03896103896103896	0.03
20260840	0.85	0.95	4932047.0	0.88	77	30000.0	0.09090909090909091	0.08
20260840	0.85	0.95	4932047.0	0.88	77	50000.0	0.22077922077922077	0.18
20260840	0.85	0.95	4932047.0	0.88	77	100000.0	0.5454545454545454	0.43
20260842	0.25	0.35	4989685.0	0.31	14	10000.0	0.07142857142857142	0.02
20260842	0.25	0.35	4989685.0	0.31	14	20000.0	0.2857142857142857	0.09
20260842	0.25	0.35	4989685.0	0.31	14	30000.0	0.5714285714285714	0.19
20260842	0.25	0.35	4989685.0	0.31	14	50000.0	0.6428571428571429	0.23
20260842	0.25	0.35	4989685.0	0.31	14	100000.0	1.0	0.46
20260842	0.45	0.55	4993960.0	0.495	30	10000.0	0.03333333333333333	0.02
20260842	0.45	0.55	4993960.0	0.495	30	20000.0	0.16666666666666666	0.09
20260842	0.45	0.55	4993960.0	0.495	30	30000.0	0.3333333333333333	0.2
20260842	0.45	0.55	4993960.0	0.495	30	50000.0	0.43333333333333335	0.23
20260842	0.45	0.55	4993960.0	0.495	30	100000.0	1.0	0.45
20260842	0.65	0.75	4986294.0	0.695	53	10000.0	0.018867924528301886	0.02
20260842	0.65	0.75	4986294.0	0.695	53	20000.0	0.09433962264150944	0.09
20260842	0.65	0.75	4986294.0	0.695	53	30000.0	0.20754716981132076	0.19
20260842	0.65	0.75	4986294.0	0.695	53	50000.0	0.2830188679245283	0.24
20260842	0.65	0.75	4986294.0	0.695	53	100000.0	0.6037735849056604	0.46
20260842	0.85	0.95	4929652.0	0.91	85	10000.0	0.023529411764705882	0.02
20260842	0.85	0.95	4929652.0	0.91	85	20000.0	0.12941176470588237	0.11
20260842	0.85	0.95	4929652.0	0.91	85	30000.0	0.15294117647058825	0.16
20260842	0.85	0.95	4929652.0	0.91	85	50000.0	0.27058823529411763	0.26
20260842	0.85	0.95	4929652.0	0.91	85	100000.0	0.3176470588235294	0.3
20260844	0.45	0.55	4950287.0	0.48	19	10000.0	0.05263157894736842	0.02
20260844	0.45	0.55	4950287.0	0.48	19	20000.0	0.10526315789473684	0.04
20260844	0.45	0.55	4950287.0	0.48	19	30000.0	0.3157894736842105	0.12
20260844	0.45	0.55	4950287.0	0.48	19	50000.0	0.47368421052631576	0.16
20260844	0.45	0.55	4950287.0	0.48	19	100000.0	1.0	0.46
20260844	0.65	0.75	5009289.0	0.69	44	10000.0	0.0	0.01
20260844	0.65	0.75	5009289.0	0.69	44	20000.0	0.11363636363636363	0.07
20260844	0.65	0.75	5009289.0	0.69	44	30000.0	0.20454545454545456	0.11
20260844	0.65	0.75	5009289.0	0.69	44	50000.0	0.2727272727272727	0.16
20260844	0.65	0.75	5009289.0	0.69	44	100000.0	0.6818181818181818	0.34
20260844	0.85	0.95	4997697.0	0.885	79	10000.0	0.0	0.01
20260844	0.85	0.95	4997697.0	0.885	79	20000.0	0.012658227848101266	0.02
20260844	0.85	0.95	4997697.0	0.885	79	30000.0	0.0759493670886076	0.07
20260844	0.85	0.95	4997697.0	0.885	79	50000.0	0.13924050632911392	0.13
20260844	0.85	0.95	4997697.0	0.885	79	100000.0	0.7721518987341772	0.63
20260846	0.45	0.55	4995794.0	0.475	25	10000.0	0.04	0.02
20260846	0.45	0.55	4995794.0	0.475	25	20000.0	0.2	0.07
20260846	0.45	0.55	4995794.0	0.475	25	30000.0	0.28	0.14
20260846	0.45	0.55	4995794.0	0.475	25	50000.0	0.44	0.19
20260846	0.45	0.55	4995794.0	0.475	25	100000.0	0.44	0.41
20260846	0.65	0.75	4985721.0	0.665	47	10000.0	0.02127659574468085	0.01
20260846	0.65	0.75	4985721.0	0.665	47	20000.0	0.10638297872340426	0.06
20260846	0.65	0.75	4985721.0	0.665	47	30000.0	0.23404255319148937	0.15
20260846	0.65	0.75	4985721.0	0.665	47	50000.0	0.3191489361702128	0.21
20260846	0.65	0.75	4985721.0	0.665	47	100000.0	0.3404255319148936	0.3
20260846	0.85	0.95	5010644.0	0.92	84	10000.0	0.011904761904761904	0.01
20260846	0.85	0.95	5010644.0	0.92	84	20000.0	0.08333333333333333	0.07
20260846	0.85	0.95	5010644.0	0.92	84	30000.0	0.17857142857142858	0.15
20260846	0.85	0.95	5010644.0	0.92	84	50000.0	0.32142857142857145	0.27
20260846	0.85	0.95	5010644.0	0.92	84	100000.0	0.6190476190476191	0.52
20260848	0.45	0.55	4987189.0	0.505	21	10000.0	0.047619047619047616	0.01
20260848	0.45	0.55	4987189.0	0.505	21	20000.0	0.09523809523809523	0.05
20260848	0.45	0.55	4987189.0	0.505	21	30000.0	0.23809523809523808	0.08
20260848	0.45	0.55	4987189.0	0.505	21	50000.0	0.42857142857142855	0.12
20260848	0.45	0.55	4987189.0	0.505	21	100000.0	0.6666666666666666	0.18
20260848	0.65	0.75	5016110.0	0.715	47	10000.0	0.02127659574468085	0.01
20260848	0.65	0.75	5016110.0	0.715	47	20000.0	0.0851063829787234	0.05
20260848	0.65	0.75	5016110.0	0.715	47	30000.0	0.0851063829787234	0.05
20260848	0.65	0.75	5016110.0	0.715	47	50000.0	0.19148936170212766	0.13
20260848	0.65	0.75	5016110.0	0.715	47	100000.0	0.23404255319148937	0.15
20260848	0.85	0.95	5010414.0	0.86	72	10000.0	0.013888888888888888	0.01
20260848	0.85	0.95	5010414.0	0.86	72	20000.0	0.06944444444444445	0.05
20260848	0.85	0.95	5010414.0	0.86	72	30000.0	0.09722222222222222	0.07
20260848	0.85	0.95	5010414.0	0.86	72	50000.0	0.2361111111111111	0.17
20260848	0.85	0.95	5010414.0	0.86	72	100000.0	0.2638888888888889	0.19
20260850	0.45	0.55	5008729.0	0.455	23	10000.0	0.043478260869565216	0.02
20260850	0.45	0.55	5008729.0	0.455	23	20000.0	0.08695652173913043	0.04
20260850	0.45	0.55	5008729.0	0.455	23	30000.0	0.2608695652173913	0.12
20260850	0.45	0.55	5008729.0	0.455	23	50000.0	0.8695652173913043	0.26
20260850	0.45	0.55	5008729.0	0.455	23	100000.0	0.9565217391304348	0.33
20260850	0.65	0.75	4977079.0	0.69	46	10000.0	0.021739130434782608	0.02
20260850	0.65	0.75	4977079.0	0.69	46	20000.0	0.043478260869565216	0.04
20260850	0.65	0.75	4977079.0	0.69	46	30000.0	0.08695652173913043	0.1
20260850	0.65	0.75	4977079.0	0.69	46	50000.0	0.3695652173913043	0.24
20260850	0.65	0.75	4977079.0	0.69	46	100000.0	0.6086956521739131	0.35
20260850	0.85	0.95	5000183.0	0.865	74	10000.0	0.02702702702702703	0.02
20260850	0.85	0.95	5000183.0	0.865	74	20000.0	0.05405405405405406	0.04
20260850	0.85	0.95	5000183.0	0.865	74	30000.0	0.13513513513513514	0.11
20260850	0.85	0.95	5000183.0	0.865	74	50000.0	0.3783783783783784	0.29
20260850	0.85	0.95	5000183.0	0.865	74	100000.0	0.7567567567567568	0.57
20260852	0.25	0.35	5000202.0	0.275	10	10000.0	0.0	0.01
20260852	0.25	0.35	5000202.0	0.275	10	20000.0	0.2	0.05
20260852	0.25	0.35	5000202.0	0.275	10	30000.0	0.2	0.14
20260852	0.25	0.35	5000202.0	0.275	10	50000.0	0.4	0.28
20260852	0.25	0.35	5000202.0	0.275	10	100000.0	0.5	0.36
20260852	0.45	0.55	4998710.0	0.535	29	10000.0	0.0	0.01
20260852	0.45	0.55	4998710.0	0.535	29	20000.0	0.06896551724137931	0.05
20260852	0.45	0.55	4998710.0	0.535	29	30000.0	0.3793103448275862	0.14
20260852	0.45	0.55	4998710.0	0.535	29	50000.0	0.7586206896551724	0.28
20260852	0.45	0.55	4998710.0	0.535	29	100000.0	1.0	0.36
20260852	0.65	0.75	4999483.0	0.725	55	10000.0	0.01818181818181818	0.01
20260852	0.65	0.75	4999483.0	0.725	55	20000.0	0.05454545454545454	0.05
20260852	0.65	0.75	4999483.0	0.725	55	30000.0	0.21818181818181817	0.14
20260852	0.65	0.75	4999483.0	0.725	55	50000.0	0.43636363636363634	0.28
20260852	0.65	0.75	4999483.0	0.725	55	100000.0	0.5636363636363636	0.36
20260852	0.85	0.95	5042325.0	0.87	76	10000.0	0.013157894736842105	0.01
20260852	0.85	0.95	5042325.0	0.87	76	20000.0	0.039473684210526314	0.03
20260852	0.85	0.95	5042325.0	0.87	76	30000.0	0.35526315789473684	0.27
20260852	0.85	0.95	5042325.0	0.87	76	50000.0	0.5263157894736842	0.42
20260852	0.85	0.95	5042325.0	0.87	76	100000.0	0.5921052631578947	0.47
20260854	0.45	0.55	5002744.0	0.475	18	10000.0	0.0	0.0
20260854	0.45	0.55	5002744.0	0.475	18	20000.0	0.05555555555555555	0.01
20260854	0.45	0.55	5002744.0	0.475	18	30000.0	0.3333333333333333	0.06
20260854	0.45	0.55	5002744.0	0.475	18	50000.0	0.7777777777777778	0.14
20260854	0.45	0.55	5002744.0	0.475	18	100000.0	1.0	0.22
20260854	0.65	0.75	4996367.0	0.74	56	10000.0	0.0	0.0
20260854	0.65	0.75	4996367.0	0.74	56	20000.0	0.0	0.0
20260854	0.65	0.75	4996367.0	0.74	56	30000.0	0.08928571428571429	0.05
20260854	0.65	0.75	4996367.0	0.74	56	50000.0	0.21428571428571427	0.13
20260854	0.65	0.75	4996367.0	0.74	56	100000.0	0.2857142857142857	0.19
20260854	0.85	0.95	4995400.0	0.89	79	10000.0	0.0	0.0
20260854	0.85	0.95	4995400.0	0.89	79	20000.0	0.0	0.0
20260854	0.85	0.95	4995400.0	0.89	79	30000.0	0.06329113924050633	0.05
20260854	0.85	0.95	4995400.0	0.89	79	50000.0	0.1518987341772152	0.13
20260854	0.85	0.95	4995400.0	0.89	79	100000.0	0.22784810126582278	0.19
20260856	0.45	0.55	5010996.0	0.49	25	10000.0	0.08	0.02
20260856	0.45	0.55	5010996.0	0.49	25	20000.0	0.12	0.05
20260856	0.45	0.55	5010996.0	0.49	25	30000.0	0.2	0.07
20260856	0.45	0.55	5010996.0	0.49	25	50000.0	0.28	0.15
20260856	0.45	0.55	5010996.0	0.49	25	100000.0	0.4	0.33
20260856	0.65	0.75	4980647.0	0.655	44	10000.0	0.022727272727272728	0.02
20260856	0.65	0.75	4980647.0	0.655	44	20000.0	0.045454545454545456	0.04
20260856	0.65	0.75	4980647.0	0.655	44	30000.0	0.09090909090909091	0.1
20260856	0.65	0.75	4980647.0	0.655	44	50000.0	0.20454545454545456	0.22
20260856	0.65	0.75	4980647.0	0.655	44	100000.0	0.3181818181818182	0.27
20260856	0.85	0.95	4959909.0	0.885	78	10000.0	0.02564102564102564	0.02
20260856	0.85	0.95	4959909.0	0.885	78	20000.0	0.05128205128205128	0.04
20260856	0.85	0.95	4959909.0	0.885	78	30000.0	0.10256410256410256	0.08
20260856	0.85	0.95	4959909.0	0.885	78	50000.0	0.23076923076923078	0.18
20260856	0.85	0.95	4959909.0	0.885	78	100000.0	0.2692307692307692	0.22
20260858	0.25	0.35	4998867.0	0.335	16	10000.0	0.0	0.02
20260858	0.25	0.35	4998867.0	0.335	16	20000.0	0.0	0.06
20260858	0.25	0.35	4998867.0	0.335	16	30000.0	0.0	0.07
20260858	0.25	0.35	4998867.0	0.335	16	50000.0	0.125	0.18
20260858	0.25	0.35	4998867.0	0.335	16	100000.0	0.5	0.31
20260858	0.45	0.55	5000800.0	0.505	31	10000.0	0.06451612903225806	0.02
20260858	0.45	0.55	5000800.0	0.505	31	20000.0	0.06451612903225806	0.06
20260858	0.45	0.55	5000800.0	0.505	31	30000.0	0.06451612903225806	0.07
20260858	0.45	0.55	5000800.0	0.505	31	50000.0	0.16129032258064516	0.18
20260858	0.45	0.55	5000800.0	0.505	31	100000.0	0.3548387096774194	0.31
20260858	0.65	0.75	5011851.0	0.735	54	10000.0	0.0	0.03
20260858	0.65	0.75	5011851.0	0.735	54	20000.0	0.1111111111111111	0.1
20260858	0.65	0.75	5011851.0	0.735	54	30000.0	0.12962962962962962	0.11
20260858	0.65	0.75	5011851.0	0.735	54	50000.0	0.2777777777777778	0.2
20260858	0.65	0.75	5011851.0	0.735	54	100000.0	0.5185185185185185	0.33
20260858	0.85	0.95	5006501.0	0.915	84	10000.0	0.023809523809523808	0.03
20260858	0.85	0.95	5006501.0	0.915	84	20000.0	0.05952380952380952	0.06
20260858	0.85	0.95	5006501.0	0.915	84	30000.0	0.07142857142857142	0.07
20260858	0.85	0.95	5006501.0	0.915	84	50000.0	0.19047619047619047	0.17
20260858	0.85	0.95	5006501.0	0.915	84	100000.0	0.34523809523809523	0.3
20260860	0.25	0.35	4998215.0	0.305	12	10000.0	0.08333333333333333	0.01
20260860	0.25	0.35	4998215.0	0.305	12	20000.0	0.3333333333333333	0.06
20260860	0.25	0.35	4998215.0	0.305	12	30000.0	0.3333333333333333	0.09
20260860	0.25	0.35	4998215.0	0.305	12	50000.0	1.0	0.28
20260860	0.25	0.35	4998215.0	0.305	12	100000.0	1.0	0.31
20260860	0.45	0.55	4991289.0	0.45	21	10000.0	0.047619047619047616	0.01
20260860	0.45	0.55	4991289.0	0.45	21	20000.0	0.19047619047619047	0.05
20260860	0.45	0.55	4991289.0	0.45	21	30000.0	0.19047619047619047	0.08
20260860	0.45	0.55	4991289.0	0.45	21	50000.0	0.6666666666666666	0.26
20260860	0.45	0.55	4991289.0	0.45	21	100000.0	1.0	0.33
20260860	0.65	0.75	5010832.0	0.74	54	10000.0	0.018518518518518517	0.01
20260860	0.65	0.75	5010832.0	0.74	54	20000.0	0.09259259259259259	0.05
20260860	0.65	0.75	5010832.0	0.74	54	30000.0	0.09259259259259259	0.05
20260860	0.65	0.75	5010832.0	0.74	54	50000.0	0.3148148148148148	0.23
20260860	0.65	0.75	5010832.0	0.74	54	100000.0	0.48148148148148145	0.32
20260860	0.85	0.95	4995269.0	0.855	73	10000.0	0.0136986301369863	0.01
20260860	0.85	0.95	4995269.0	0.855	73	20000.0	0.0547945205479452	0.05
20260860	0.85	0.95	4995269.0	0.855	73	30000.0	0.0958904109589041	0.08
20260860	0.85	0.95	4995269.0	0.855	73	50000.0	0.3150684931506849	0.25
20260860	0.85	0.95	4995269.0	0.855	73	100000.0	0.3561643835616438	0.28
20260862	0.25	0.35	5000434.0	0.31	10	10000.0	0.0	0.0
20260862	0.25	0.35	5000434.0	0.31	10	20000.0	0.2	0.05
20260862	0.25	0.35	5000434.0	0.31	10	30000.0	0.2	0.06
20260862	0.25	0.35	5000434.0	0.31	10	50000.0	1.0	0.15
20260862	0.25	0.35	5000434.0	0.31	10	100000.0	1.0	0.22
20260862	0.45	0.55	5008421.0	0.5	28	10000.0	0.0	0.0
20260862	0.45	0.55	5008421.0	0.5	28	20000.0	0.07142857142857142	0.04
20260862	0.45	0.55	5008421.0	0.5	28	30000.0	0.10714285714285714	0.07
20260862	0.45	0.55	5008421.0	0.5	28	50000.0	0.39285714285714285	0.15
20260862	0.45	0.55	5008421.0	0.5	28	100000.0	0.5	0.36
20260862	0.65	0.75	5015531.0	0.735	58	10000.0	0.0	0.0
20260862	0.65	0.75	5015531.0	0.735	58	20000.0	0.034482758620689655	0.04
20260862	0.65	0.75	5015531.0	0.735	58	30000.0	0.08620689655172414	0.08
20260862	0.65	0.75	5015531.0	0.735	58	50000.0	0.13793103448275862	0.13
20260862	0.65	0.75	5015531.0	0.735	58	100000.0	0.5	0.4
20260862	0.85	0.95	4954230.0	0.865	75	10000.0	0.0	0.0
20260862	0.85	0.95	4954230.0	0.865	75	20000.0	0.05333333333333334	0.04
20260862	0.85	0.95	4954230.0	0.865	75	30000.0	0.09333333333333334	0.07
20260862	0.85	0.95	4954230.0	0.865	75	50000.0	0.30666666666666664	0.23
20260862	0.85	0.95	4954230.0	0.865	75	100000.0	0.4666666666666667	0.35
20260864	0.45	0.55	5003624.0	0.46	20	10000.0	0.0	0.0
20260864	0.45	0.55	5003624.0	0.46	20	20000.0	0.0	0.01
