replicate	model	history_id	ancestry_seed	mutation_seed	n_diploids	n_sites	n_trees	summary	elapsed_seconds_total
26	StandardCoalescent	-1	960395963	390624261	100	615	458	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00026.tsv	5.272050000028685
27	StandardCoalescent	-1	2066746484	898751947	100	520	353	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00027.tsv	5.272050000028685
28	StandardCoalescent	-1	1746525084	2152511233	100	680	431	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00028.tsv	5.272050000028685
29	StandardCoalescent	-1	1266708660	2928862136	100	592	447	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00029.tsv	5.272050000028685
30	StandardCoalescent	-1	4134893872	4246987054	100	623	436	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00030.tsv	5.272050000028685
31	StandardCoalescent	-1	2277608293	3658206449	100	618	401	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00031.tsv	5.272050000028685
32	StandardCoalescent	-1	2084789254	4064303693	100	505	368	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00032.tsv	5.272050000028685
33	StandardCoalescent	-1	2765699277	2926760888	100	553	396	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00033.tsv	5.272050000028685
34	StandardCoalescent	-1	4265010867	1742653587	100	597	431	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00034.tsv	5.272050000028685
35	StandardCoalescent	-1	3243868893	4107068758	100	637	404	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00035.tsv	5.272050000028685
36	StandardCoalescent	-1	4191049291	1226836589	100	575	376	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00036.tsv	5.272050000028685
37	StandardCoalescent	-1	997267461	501901184	100	659	491	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00037.tsv	5.272050000028685
38	StandardCoalescent	-1	2547702943	3467282087	100	620	405	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00038.tsv	5.272050000028685
39	StandardCoalescent	-1	2388689284	1101083035	100	663	410	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00039.tsv	5.272050000028685
40	StandardCoalescent	-1	2704898684	1522388656	100	589	453	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00040.tsv	5.272050000028685
41	StandardCoalescent	-1	2105405737	2217482534	100	549	404	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00041.tsv	5.272050000028685
42	StandardCoalescent	-1	3519268166	1465646102	100	628	454	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00042.tsv	5.272050000028685
43	StandardCoalescent	-1	2980512099	3550129984	100	566	405	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00043.tsv	5.272050000028685
44	StandardCoalescent	-1	240863966	2946695406	100	552	408	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00044.tsv	5.272050000028685
45	StandardCoalescent	-1	2958744302	1980532646	100	573	431	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00045.tsv	5.272050000028685
46	StandardCoalescent	-1	1007107138	3848651112	100	522	391	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00046.tsv	5.272050000028685
47	StandardCoalescent	-1	3584287111	4126322312	100	538	474	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00047.tsv	5.272050000028685
48	StandardCoalescent	-1	252008512	1082083442	100	467	339	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00048.tsv	5.272050000028685
49	StandardCoalescent	-1	737220197	1273852327	100	565	407	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00049.tsv	5.272050000028685
50	StandardCoalescent	-1	2967191390	3015116026	100	582	424	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00050.tsv	5.272050000028685
51	StandardCoalescent	-1	4270365580	596966798	100	623	403	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00051.tsv	5.272050000028685
52	StandardCoalescent	-1	2945167118	4020868324	100	543	431	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00052.tsv	5.272050000028685
53	StandardCoalescent	-1	461840755	285029911	100	544	377	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00053.tsv	5.272050000028685
54	StandardCoalescent	-1	2957538317	3088754711	100	528	373	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00054.tsv	5.272050000028685
55	StandardCoalescent	-1	2425350635	558659062	100	599	466	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00055.tsv	5.272050000028685
56	StandardCoalescent	-1	1928396469	2872057661	100	553	396	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00056.tsv	5.272050000028685
57	StandardCoalescent	-1	3834155356	1416186851	100	636	457	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00057.tsv	5.272050000028685
58	StandardCoalescent	-1	30890578	3324228974	100	548	376	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00058.tsv	5.272050000028685
59	StandardCoalescent	-1	3098880241	499649170	100	666	465	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00059.tsv	5.272050000028685
60	StandardCoalescent	-1	1400289523	1481178885	100	673	434	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00060.tsv	5.272050000028685
61	StandardCoalescent	-1	3788035580	2550002647	100	593	415	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00061.tsv	5.272050000028685
62	StandardCoalescent	-1	292718135	1513813559	100	574	475	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00062.tsv	5.272050000028685
63	StandardCoalescent	-1	2902675623	2210571832	100	610	420	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00063.tsv	5.272050000028685
64	StandardCoalescent	-1	2191346392	3570996436	100	562	412	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00064.tsv	5.272050000028685
65	StandardCoalescent	-1	1629680694	3196609090	100	575	417	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00065.tsv	5.272050000028685
66	StandardCoalescent	-1	504462996	329198802	100	579	403	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00066.tsv	5.272050000028685
67	StandardCoalescent	-1	4241645654	678703342	100	572	431	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00067.tsv	5.272050000028685
68	StandardCoalescent	-1	2360273707	3963739916	100	693	459	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00068.tsv	5.272050000028685
69	StandardCoalescent	-1	3087651965	3193538355	100	638	437	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00069.tsv	5.272050000028685
70	StandardCoalescent	-1	4123170439	2557657215	100	481	329	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00070.tsv	5.272050000028685
71	StandardCoalescent	-1	2893157526	595172419	100	669	452	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00071.tsv	5.272050000028685
72	StandardCoalescent	-1	951905273	385170168	100	593	406	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00072.tsv	5.272050000028685
73	StandardCoalescent	-1	1288632730	108673648	100	488	341	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00073.tsv	5.272050000028685
74	StandardCoalescent	-1	2466365316	2677875920	100	590	428	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00074.tsv	5.272050000028685
75	StandardCoalescent	-1	422203630	83308333	100	636	473	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00075.tsv	5.272050000028685
76	StandardCoalescent	-1	2992721636	3731407141	100	557	394	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00076.tsv	5.272050000028685
77	StandardCoalescent	-1	3729972710	285483438	100	600	441	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00077.tsv	5.272050000028685
78	StandardCoalescent	-1	2065509208	2606706514	100	658	467	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00078.tsv	5.272050000028685
79	StandardCoalescent	-1	376580950	2884479383	100	567	424	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00079.tsv	5.272050000028685
80	StandardCoalescent	-1	3294169884	1640143311	100	687	481	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00080.tsv	5.272050000028685
81	StandardCoalescent	-1	2269581779	2313828512	100	494	324	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00081.tsv	5.272050000028685
82	StandardCoalescent	-1	203746209	1454379517	100	554	378	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00082.tsv	5.272050000028685
83	StandardCoalescent	-1	3865858152	2701814800	100	617	461	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00083.tsv	5.272050000028685
84	StandardCoalescent	-1	3693423776	3959588687	100	556	373	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00084.tsv	5.272050000028685
85	StandardCoalescent	-1	2988919251	3059159997	100	573	412	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00085.tsv	5.272050000028685
86	StandardCoalescent	-1	133778364	276443255	100	596	426	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00086.tsv	5.272050000028685
87	StandardCoalescent	-1	218082971	3317032463	100	659	451	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00087.tsv	5.272050000028685
88	StandardCoalescent	-1	4278680386	2374871424	100	557	422	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00088.tsv	5.272050000028685
89	StandardCoalescent	-1	3092229787	1269789989	100	511	349	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00089.tsv	5.272050000028685
90	StandardCoalescent	-1	2287938522	1727915440	100	507	372	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00090.tsv	5.272050000028685
91	StandardCoalescent	-1	458138122	3281405388	100	600	452	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00091.tsv	5.272050000028685
92	StandardCoalescent	-1	3474955418	1311463782	100	600	459	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00092.tsv	5.272050000028685
93	StandardCoalescent	-1	2779287708	3180519096	100	561	400	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00093.tsv	5.272050000028685
94	StandardCoalescent	-1	2856944908	914203248	100	565	434	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00094.tsv	5.272050000028685
95	StandardCoalescent	-1	2932484206	3439559161	100	580	434	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00095.tsv	5.272050000028685
96	StandardCoalescent	-1	1385835231	577737314	100	539	355	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00096.tsv	5.272050000028685
97	StandardCoalescent	-1	1279275604	809296886	100	617	445	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00097.tsv	5.272050000028685
98	StandardCoalescent	-1	339078320	4121068271	100	592	408	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00098.tsv	5.272050000028685
99	StandardCoalescent	-1	1557289302	2613402719	100	569	389	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00099.tsv	5.272050000028685
100	StandardCoalescent	-1	3556023409	1978488480	100	600	436	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00100.tsv	5.272050000028685
101	StandardCoalescent	-1	281589180	3963720747	100	492	376	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00101.tsv	5.272050000028685
102	StandardCoalescent	-1	1867881488	265691099	100	578	442	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00102.tsv	5.272050000028685
103	StandardCoalescent	-1	2501868795	779427919	100	487	326	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00103.tsv	5.272050000028685
104	StandardCoalescent	-1	1512661356	3712565572	100	460	359	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00104.tsv	5.272050000028685
105	StandardCoalescent	-1	1621929720	4071287200	100	670	442	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00105.tsv	5.272050000028685
106	StandardCoalescent	-1	297151795	75376435	100	571	436	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00106.tsv	5.272050000028685
107	StandardCoalescent	-1	4145677790	4275014677	100	562	401	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00107.tsv	5.272050000028685
108	StandardCoalescent	-1	2941633488	3283635445	100	587	417	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00108.tsv	5.272050000028685
109	StandardCoalescent	-1	2163477568	3406947515	100	644	438	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00109.tsv	5.272050000028685
110	StandardCoalescent	-1	275269677	534807533	100	611	450	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00110.tsv	5.272050000028685
111	StandardCoalescent	-1	594220367	2000545351	100	666	484	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00111.tsv	5.272050000028685
112	StandardCoalescent	-1	3357310809	1999019819	100	551	437	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00112.tsv	5.272050000028685
113	StandardCoalescent	-1	56950000	1103286664	100	570	392	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00113.tsv	5.272050000028685
114	StandardCoalescent	-1	1889001234	4110388146	100	640	479	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00114.tsv	5.272050000028685
115	StandardCoalescent	-1	3856366303	1207335916	100	607	414	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00115.tsv	5.272050000028685
116	StandardCoalescent	-1	1976982867	1104462489	100	597	434	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00116.tsv	5.272050000028685
117	StandardCoalescent	-1	1641985322	1470606157	100	627	424	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00117.tsv	5.272050000028685
118	StandardCoalescent	-1	3924250018	440648270	100	552	449	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00118.tsv	5.272050000028685
119	StandardCoalescent	-1	2094770111	2065861016	100	594	403	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00119.tsv	5.272050000028685
120	StandardCoalescent	-1	1694814529	1586481794	100	516	381	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00120.tsv	5.272050000028685
121	StandardCoalescent	-1	879426494	2317162391	100	595	408	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00121.tsv	5.272050000028685
122	StandardCoalescent	-1	2645567029	1729858646	100	714	532	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00122.tsv	5.272050000028685
123	StandardCoalescent	-1	2677528019	1394548293	100	498	370	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00123.tsv	5.272050000028685
124	StandardCoalescent	-1	3159996380	1434188342	100	571	419	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00124.tsv	5.272050000028685
125	StandardCoalescent	-1	3631277636	1969182581	100	600	458	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00125.tsv	5.272050000028685
126	StandardCoalescent	-1	1993394581	1244491296	100	667	455	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00126.tsv	5.272050000028685
127	StandardCoalescent	-1	3674219684	2361448250	100	622	414	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00127.tsv	5.272050000028685
128	StandardCoalescent	-1	3844281702	2583706125	100	598	409	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00128.tsv	5.272050000028685
129	StandardCoalescent	-1	2840458841	13398534	100	639	443	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00129.tsv	5.272050000028685
130	StandardCoalescent	-1	542058698	3560035196	100	557	422	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00130.tsv	5.272050000028685
131	StandardCoalescent	-1	2732063827	212417075	100	613	416	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00131.tsv	5.272050000028685
132	StandardCoalescent	-1	4202841351	1035339515	100	595	373	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00132.tsv	5.272050000028685
133	StandardCoalescent	-1	431488963	1162299949	100	643	422	C:\Users\Lenovo\OneDrive\Documents\cxt_demo\gamma_smc_ts\sim_results\minimal\truth_summaries\replicate_00133.tsv	5.272050000028685
