position_0based	n_pairs	mean_p_tmrca_lt_threshold	mean_tmrca_generations	selection_coefficient	replicate
2750000.0	2000	0.0055	10390.626472388767	0.0	0
2800000.0	2000	0.0065	17594.850910451754	0.0	0
2850000.0	2000	0.006	16391.780209173015	0.0	0
2900000.0	2000	0.0065	30744.333528597937	0.0	0
2950000.0	2000	0.007	15448.52082688769	0.0	0
3000000.0	2000	0.0075	8773.107762098409	0.0	0
3050000.0	2000	0.007	30760.15699148078	0.0	0
3100000.0	2000	0.007	15829.680295451348	0.0	0
3150000.0	2000	0.009	6930.744374578527	0.0	0
3200000.0	2000	0.009	11769.600712910551	0.0	0
3250000.0	2000	0.0095	19720.55519355488	0.0	0
3300000.0	2000	0.0095	17847.87330496349	0.0	0
3350000.0	2000	0.008	21277.2458659195	0.0	0
3400000.0	2000	0.0085	24052.68404703394	0.0	0
3450000.0	2000	0.007	7868.704338180337	0.0	0
3500000.0	2000	0.008	11474.026149461417	0.0	0
3550000.0	2000	0.0075	11377.991766615824	0.0	0
3600000.0	2000	0.0095	21290.853019651942	0.0	0
3650000.0	2000	0.008	13539.710336685539	0.0	0
3700000.0	2000	0.007	8772.497183346786	0.0	0
3750000.0	2000	0.007	10839.945849689462	0.0	0
3800000.0	2000	0.0065	11126.927074918814	0.0	0
3850000.0	2000	0.0065	19906.297571151354	0.0	0
3900000.0	2000	0.0065	9767.474479445666	0.0	0
3950000.0	2000	0.0065	13647.173004808657	0.0	0
4000000.0	2000	0.007	46176.42766176468	0.0	0
4050000.0	2000	0.0075	19342.058889405922	0.0	0
4100000.0	2000	0.007	57083.02634175971	0.0	0
4150000.0	2000	0.0075	21900.082937988012	0.0	0
4200000.0	2000	0.007	13278.924468794006	0.0	0
4250000.0	2000	0.0065	15737.990077800163	0.0	0
4300000.0	2000	0.0045	11767.509391363004	0.0	0
4350000.0	2000	0.005	16935.724971572094	0.0	0
4400000.0	2000	0.005	18320.20308814509	0.0	0
4450000.0	2000	0.0045	37407.87243918763	0.0	0
4500000.0	2000	0.003	14551.68013577234	0.0	0
4550000.0	2000	0.003	31575.022631458043	0.0	0
4600000.0	2000	0.0035	25736.360114153526	0.0	0
4650000.0	2000	0.003	12981.252258456792	0.0	0
4700000.0	2000	0.0025	49689.6788645477	0.0	0
4750000.0	2000	0.0025	10601.16354735394	0.0	0
4800000.0	2000	0.003	21873.48556401949	0.0	0
4850000.0	2000	0.0035	14331.701845909918	0.0	0
4900000.0	2000	0.0035	20487.77066420238	0.0	0
4950000.0	2000	0.005	10900.433908464141	0.0	0
4951000.0	2000	0.005	10837.195692835821	0.0	0
4952000.0	2000	0.005	13115.32745507152	0.0	0
4953000.0	2000	0.005	13105.650063312403	0.0	0
4954000.0	2000	0.005	13056.880234927352	0.0	0
4955000.0	2000	0.0055	13049.964473759435	0.0	0
4956000.0	2000	0.0055	34615.55044155059	0.0	0
4957000.0	2000	0.0055	34041.98092432268	0.0	0
4958000.0	2000	0.0055	33498.271612320954	0.0	0
4959000.0	2000	0.0055	33586.11453138431	0.0	0
4960000.0	2000	0.0055	33586.11453138431	0.0	0
4961000.0	2000	0.0055	17669.332682819586	0.0	0
4962000.0	2000	0.0055	16620.129044714027	0.0	0
4963000.0	2000	0.0055	10592.711639421661	0.0	0
4964000.0	2000	0.0055	10589.02991565624	0.0	0
4965000.0	2000	0.0055	10648.541757871646	0.0	0
4966000.0	2000	0.0055	11202.98705784178	0.0	0
4967000.0	2000	0.0055	11234.13037729969	0.0	0
4968000.0	2000	0.0055	11227.507242793932	0.0	0
4969000.0	2000	0.0055	11511.027107858778	0.0	0
4970000.0	2000	0.0055	11502.419289982457	0.0	0
4971000.0	2000	0.0055	11502.419289982457	0.0	0
4972000.0	2000	0.0055	11573.493512548977	0.0	0
4973000.0	2000	0.0055	11611.318823298117	0.0	0
4974000.0	2000	0.0055	11608.765865213727	0.0	0
4975000.0	2000	0.0055	11415.053909082202	0.0	0
4976000.0	2000	0.0055	11433.172451840459	0.0	0
4977000.0	2000	0.0055	11465.862072148217	0.0	0
4978000.0	2000	0.0055	12454.57887730553	0.0	0
4979000.0	2000	0.0055	12461.205526148506	0.0	0
4980000.0	2000	0.0055	12667.447956864999	0.0	0
4981000.0	2000	0.0055	12786.014598322925	0.0	0
4982000.0	2000	0.0055	12594.135364082133	0.0	0
4983000.0	2000	0.0055	11294.98539998094	0.0	0
4984000.0	2000	0.0055	11283.736316753131	0.0	0
4985000.0	2000	0.0055	10348.975712545503	0.0	0
4986000.0	2000	0.0055	10430.930272432015	0.0	0
4987000.0	2000	0.0055	10491.117933255	0.0	0
4988000.0	2000	0.0055	10473.185167320325	0.0	0
4989000.0	2000	0.006	10412.57486973726	0.0	0
4990000.0	2000	0.006	10417.937510863241	0.0	0
4991000.0	2000	0.006	19644.833312294333	0.0	0
4992000.0	2000	0.006	20488.72256753349	0.0	0
4993000.0	2000	0.006	19003.91744192352	0.0	0
4994000.0	2000	0.006	19002.041137090222	0.0	0
4995000.0	2000	0.006	19034.400958926504	0.0	0
4996000.0	2000	0.006	26782.035355997385	0.0	0
4997000.0	2000	0.006	23023.97737216921	0.0	0
4998000.0	2000	0.006	22934.060402105322	0.0	0
4999000.0	2000	0.006	22934.060402105322	0.0	0
5000000.0	2000	0.006	24636.225137533776	0.0	0
5001000.0	2000	0.006	24636.225137533776	0.0	0
5002000.0	2000	0.006	25135.461264348596	0.0	0
5003000.0	2000	0.006	9374.912724741336	0.0	0
5004000.0	2000	0.0055	9376.358727108636	0.0	0
5005000.0	2000	0.0055	9330.1844415377	0.0	0
5006000.0	2000	0.0055	9672.884666144857	0.0	0
5007000.0	2000	0.0055	9421.323127569523	0.0	0
5008000.0	2000	0.0055	9471.609463821602	0.0	0
5009000.0	2000	0.0055	9603.573246529639	0.0	0
5010000.0	2000	0.0055	9140.358485423503	0.0	0
5011000.0	2000	0.0055	9139.050892797739	0.0	0
5012000.0	2000	0.0055	19006.38323217631	0.0	0
5013000.0	2000	0.0055	18699.285601006395	0.0	0
5014000.0	2000	0.0055	18644.29212200073	0.0	0
5015000.0	2000	0.0055	29400.554173780038	0.0	0
5016000.0	2000	0.0055	26766.258020319267	0.0	0
5017000.0	2000	0.0055	26631.355296993523	0.0	0
5018000.0	2000	0.0055	26900.291036467836	0.0	0
5019000.0	2000	0.0055	28404.094132772043	0.0	0
5020000.0	2000	0.0055	28338.645393967683	0.0	0
5021000.0	2000	0.0055	27043.219169135922	0.0	0
5022000.0	2000	0.0055	26405.603816487535	0.0	0
5023000.0	2000	0.0055	26416.868728746213	0.0	0
5024000.0	2000	0.0055	24407.48177478805	0.0	0
5025000.0	2000	0.0055	14171.652636625464	0.0	0
5026000.0	2000	0.0055	13792.48545587369	0.0	0
5027000.0	2000	0.0055	14143.401999657146	0.0	0
5028000.0	2000	0.0055	13844.271072200763	0.0	0
5029000.0	2000	0.0055	13844.225881917708	0.0	0
5030000.0	2000	0.0055	13692.118439479464	0.0	0
5031000.0	2000	0.0055	15759.975786647037	0.0	0
5032000.0	2000	0.0055	15759.975786647037	0.0	0
5033000.0	2000	0.0055	25031.713611567862	0.0	0
5034000.0	2000	0.0055	17991.94691889467	0.0	0
5035000.0	2000	0.006	17916.604534540133	0.0	0
5036000.0	2000	0.006	31278.181088557267	0.0	0
5037000.0	2000	0.006	31313.367659105505	0.0	0
5038000.0	2000	0.006	30621.840864895905	0.0	0
5039000.0	2000	0.006	30603.502918528557	0.0	0
5040000.0	2000	0.006	30364.408637196586	0.0	0
5041000.0	2000	0.006	17622.353456088862	0.0	0
5042000.0	2000	0.006	20348.704327040436	0.0	0
5043000.0	2000	0.006	20531.087464275515	0.0	0
5044000.0	2000	0.006	20479.14209294352	0.0	0
5045000.0	2000	0.006	14330.626277450916	0.0	0
5046000.0	2000	0.006	14319.506237469926	0.0	0
5047000.0	2000	0.006	14341.197108757917	0.0	0
5048000.0	2000	0.006	14373.570903470054	0.0	0
5049000.0	2000	0.006	14340.326850040708	0.0	0
5050000.0	2000	0.006	14090.462025553425	0.0	0
5100000.0	2000	0.0065	13135.282882581685	0.0	0
5150000.0	2000	0.0065	32105.206833413056	0.0	0
5200000.0	2000	0.0075	17947.55752119764	0.0	0
5250000.0	2000	0.008	33545.482996506435	0.0	0
5300000.0	2000	0.008	12918.743266091598	0.0	0
5350000.0	2000	0.0095	14614.294717624907	0.0	0
5400000.0	2000	0.011	14950.60272183057	0.0	0
5450000.0	2000	0.012	18171.55223130257	0.0	0
5500000.0	2000	0.0115	7256.320908851069	0.0	0
5550000.0	2000	0.0115	15416.278004060436	0.0	0
5600000.0	2000	0.0115	15199.366308307312	0.0	0
5650000.0	2000	0.0115	15243.284581610613	0.0	0
5700000.0	2000	0.012	28736.66019872618	0.0	0
5750000.0	2000	0.0095	15000.583267346352	0.0	0
5800000.0	2000	0.01	17427.68365387669	0.0	0
5850000.0	2000	0.011	15035.444772624798	0.0	0
5900000.0	2000	0.0115	8405.945073457655	0.0	0
5950000.0	2000	0.0115	11270.487199398216	0.0	0
6000000.0	2000	0.012	24160.165130405367	0.0	0
6050000.0	2000	0.0115	9474.58319631428	0.0	0
6100000.0	2000	0.0115	37880.77194516614	0.0	0
6150000.0	2000	0.01	22956.609038943818	0.0	0
6200000.0	2000	0.01	16940.09429357953	0.0	0
6250000.0	2000	0.0105	11980.832163351164	0.0	0
6300000.0	2000	0.01	9900.838428250998	0.0	0
6350000.0	2000	0.007	37945.26539916032	0.0	0
6400000.0	2000	0.006	24634.71710269872	0.0	0
6450000.0	2000	0.0065	25174.63303852362	0.0	0
6500000.0	2000	0.0065	12513.210086200066	0.0	0
6550000.0	2000	0.006	15687.245376384513	0.0	0
6600000.0	2000	0.006	11441.344414640369	0.0	0
6650000.0	2000	0.007	15295.351241978411	0.0	0
6700000.0	2000	0.0065	16465.712749027898	0.0	0
6750000.0	2000	0.0065	34776.29500527932	0.0	0
6800000.0	2000	0.0045	12612.130349990503	0.0	0
6850000.0	2000	0.006	28294.528740915895	0.0	0
6900000.0	2000	0.006	21469.431849742214	0.0	0
6950000.0	2000	0.007	14845.303540941686	0.0	0
7000000.0	2000	0.008	14288.072468002103	0.0	0
7050000.0	2000	0.008	13913.252598357465	0.0	0
7100000.0	2000	0.008	13402.330613765633	0.0	0
7150000.0	2000	0.0085	13594.865746812204	0.0	0
7200000.0	2000	0.0085	18966.25925605956	0.0	0
7250000.0	2000	0.009	15916.5601511592	0.0	0
7300000.0	2000	0.0085	26473.74105066553	0.0	0
7350000.0	2000	0.0095	11194.935303352539	0.0	0
7400000.0	2000	0.0095	11421.599892822618	0.0	0
7450000.0	2000	0.009	21325.097531375774	0.0	0
7500000.0	2000	0.0075	24965.74673488442	0.0	0
7550000.0	2000	0.009	22988.61103201315	0.0	0
7600000.0	2000	0.0085	26975.601004519303	0.0	0
7650000.0	2000	0.01	14034.728681529272	0.0	0
7700000.0	2000	0.007	17104.155994011937	0.0	0
7750000.0	2000	0.008	19179.85440682585	0.0	0
7800000.0	2000	0.0055	17190.925659111177	0.0	0
7850000.0	2000	0.0045	30877.298025361397	0.0	0
7900000.0	2000	0.005	21647.940849566116	0.0	0
7950000.0	2000	0.004	23084.52553494361	0.0	0
8000000.0	2000	0.0035	18411.542084704317	0.0	0
8050000.0	2000	0.0035	45412.84284213171	0.0	0
8100000.0	2000	0.0035	25073.014906683034	0.0	0
8150000.0	2000	0.004	13543.969260794565	0.0	0
8200000.0	2000	0.004	11452.53247033769	0.0	0
8250000.0	2000	0.005	29305.36085397271	0.0	0
8300000.0	2000	0.006	6882.0389997742905	0.0	0
8350000.0	2000	0.0055	13440.84210138077	0.0	0
8400000.0	2000	0.005	21180.987606017603	0.0	0
8450000.0	2000	0.007	34708.00728083679	0.0	0
8500000.0	2000	0.007	26506.316328672194	0.0	0
8550000.0	2000	0.0075	33394.761748057856	0.0	0
8600000.0	2000	0.009	18568.355507455857	0.0	0
8650000.0	2000	0.009	11744.424096104383	0.0	0
8700000.0	2000	0.0095	14861.519857708032	0.0	0
8750000.0	2000	0.0105	24643.376690580804	0.0	0
8800000.0	2000	0.0095	34293.65135783558	0.0	0
8850000.0	2000	0.0095	21266.169954354238	0.0	0
8900000.0	2000	0.009	32710.138913928553	0.0	0
8950000.0	2000	0.0105	43719.500504665615	0.0	0
9000000.0	2000	0.0115	14528.173157115425	0.0	0
9050000.0	2000	0.0115	38299.967119759756	0.0	0
9100000.0	2000	0.0115	20990.354167029916	0.0	0
9150000.0	2000	0.01	21038.12300220306	0.0	0
9200000.0	2000	0.0105	21590.921926922194	0.0	0
9250000.0	2000	0.013	16631.94507956419	0.0	0
9300000.0	2000	0.0135	13383.950660915632	0.0	0
9350000.0	2000	0.0135	12167.830109161992	0.0	0
9400000.0	2000	0.011	9816.831548593007	0.0	0
9450000.0	2000	0.0105	8844.054477707079	0.0	0
9500000.0	2000	0.008	16878.284708260697	0.0	0
9550000.0	2000	0.008	22336.688715744236	0.0	0
9600000.0	2000	0.0095	37061.35820879397	0.0	0
9650000.0	2000	0.01	13713.427305588448	0.0	0
9700000.0	2000	0.0095	27939.457731702518	0.0	0
9750000.0	2000	0.0095	20780.908493758252	0.0	0
9800000.0	2000	0.0085	6964.604355199704	0.0	0
9850000.0	2000	0.008	16225.739680876586	0.0	0
9900000.0	2000	0.008	13876.84386813018	0.0	0
9950000.0	2000	0.0075	22429.623477169804	0.0	0
0.0	2000	0.0095	47831.433145359784	0.0	1
50000.0	2000	0.0085	16605.454814943438	0.0	1
100000.0	2000	0.0085	11026.884705919714	0.0	1
150000.0	2000	0.0085	13153.072435012815	0.0	1
200000.0	2000	0.009	11503.793952930093	0.0	1
250000.0	2000	0.01	9750.631199179337	0.0	1
300000.0	2000	0.009	26443.160742363096	0.0	1
350000.0	2000	0.0095	38020.01682940474	0.0	1
400000.0	2000	0.0105	9450.27576583536	0.0	1
450000.0	2000	0.01	27376.946104246956	0.0	1
500000.0	2000	0.01	15394.911838487269	0.0	1
550000.0	2000	0.0095	11501.314141971037	0.0	1
600000.0	2000	0.0095	42915.226831073596	0.0	1
650000.0	2000	0.009	14048.191611870976	0.0	1
700000.0	2000	0.01	8434.89007789727	0.0	1
750000.0	2000	0.009	20622.068178271507	0.0	1
800000.0	2000	0.01	15266.754879717026	0.0	1
850000.0	2000	0.0085	13570.598964623061	0.0	1
900000.0	2000	0.008	13086.077754446485	0.0	1
950000.0	2000	0.0085	24568.966608874605	0.0	1
1000000.0	2000	0.007	8558.968870700934	0.0	1
1050000.0	2000	0.006	26125.695294096953	0.0	1
1100000.0	2000	0.0055	11936.306102853283	0.0	1
1150000.0	2000	0.005	21328.954251625815	0.0	1
1200000.0	2000	0.005	31895.037818487628	0.0	1
1250000.0	2000	0.0055	16889.565030405684	0.0	1
1300000.0	2000	0.007	14252.307958128285	0.0	1
1350000.0	2000	0.008	9026.30660169438	0.0	1
1400000.0	2000	0.009	23447.206994649387	0.0	1
1450000.0	2000	0.0095	13376.252170886544	0.0	1
1500000.0	2000	0.009	14820.37286072822	0.0	1
1550000.0	2000	0.0095	8890.988759632653	0.0	1
1600000.0	2000	0.0095	16942.522158170348	0.0	1
1650000.0	2000	0.0095	26802.90717893012	0.0	1
1700000.0	2000	0.009	8913.831625145127	0.0	1
1750000.0	2000	0.0085	21260.89197885411	0.0	1
1800000.0	2000	0.008	8642.564880833585	0.0	1
1850000.0	2000	0.007	30785.56446664217	0.0	1
1900000.0	2000	0.0085	19540.844100244663	0.0	1
1950000.0	2000	0.009	13820.454426068261	0.0	1
2000000.0	2000	0.009	11088.5574821672	0.0	1
2050000.0	2000	0.008	15277.793286932934	0.0	1
2100000.0	2000	0.008	16075.511194414748	0.0	1
2150000.0	2000	0.0085	16837.99552562775	0.0	1
2200000.0	2000	0.008	20662.190784736173	0.0	1
2250000.0	2000	0.008	24241.70631014636	0.0	1
2300000.0	2000	0.0075	13908.676260840506	0.0	1
2350000.0	2000	0.007	17781.312118321017	0.0	1
2400000.0	2000	0.0075	12860.930539614525	0.0	1
2450000.0	2000	0.008	19048.93376721611	0.0	1
2500000.0	2000	0.007	12973.49125918473	0.0	1
2550000.0	2000	0.0075	15559.635629887407	0.0	1
2600000.0	2000	0.008	19866.25278957197	0.0	1
2650000.0	2000	0.009	13433.526865544562	0.0	1
2700000.0	2000	0.007	33873.31140711382	0.0	1
2750000.0	2000	0.007	32850.238459298685	0.0	1
2800000.0	2000	0.007	11641.744180730264	0.0	1
2850000.0	2000	0.007	43379.77355989242	0.0	1
2900000.0	2000	0.0075	49425.98280484251	0.0	1
2950000.0	2000	0.01	25914.76905690878	0.0	1
3000000.0	2000	0.0105	30671.085439588107	0.0	1
3050000.0	2000	0.0105	49870.75662162152	0.0	1
3100000.0	2000	0.01	20583.561250512204	0.0	1
3150000.0	2000	0.0085	11434.512019579048	0.0	1
3200000.0	2000	0.009	21500.14128293077	0.0	1
3250000.0	2000	0.007	18946.303472523727	0.0	1
3300000.0	2000	0.008	24553.464581088716	0.0	1
3350000.0	2000	0.008	12291.021742697498	0.0	1
3400000.0	2000	0.01	12941.29358683469	0.0	1
3450000.0	2000	0.011	51386.46225404539	0.0	1
3500000.0	2000	0.01	19356.395079618207	0.0	1
3550000.0	2000	0.0085	15216.206396166952	0.0	1
3600000.0	2000	0.0075	36695.614272977786	0.0	1
3650000.0	2000	0.0075	16436.768272198497	0.0	1
3700000.0	2000	0.0075	9155.350876476296	0.0	1
3750000.0	2000	0.0085	11546.749324734512	0.0	1
3800000.0	2000	0.0085	44775.517499476955	0.0	1
3850000.0	2000	0.008	8451.620652696867	0.0	1
3900000.0	2000	0.007	23138.147556109045	0.0	1
3950000.0	2000	0.0075	14321.143611756028	0.0	1
4000000.0	2000	0.008	24582.200427153886	0.0	1
4050000.0	2000	0.008	14737.213694991295	0.0	1
4100000.0	2000	0.008	20943.546650453787	0.0	1
4150000.0	2000	0.009	21142.62196819515	0.0	1
4200000.0	2000	0.009	40477.25764416589	0.0	1
4250000.0	2000	0.0105	32544.033659432822	0.0	1
4300000.0	2000	0.011	12111.852096674324	0.0	1
4350000.0	2000	0.0115	10683.106415817241	0.0	1
4400000.0	2000	0.011	15103.861491737602	0.0	1
4450000.0	2000	0.0105	10167.425196969945	0.0	1
4500000.0	2000	0.012	18910.818379148746	0.0	1
4550000.0	2000	0.013	28859.19634928542	0.0	1
4600000.0	2000	0.011	12213.20161581796	0.0	1
4650000.0	2000	0.0125	21054.90027928324	0.0	1
4700000.0	2000	0.013	16572.328176852378	0.0	1
4750000.0	2000	0.013	15489.055861404897	0.0	1
4800000.0	2000	0.013	8533.888241078366	0.0	1
4850000.0	2000	0.012	8032.702610029571	0.0	1
4900000.0	2000	0.0125	15607.16535396016	0.0	1
4950000.0	2000	0.0125	19697.633077209568	0.0	1
4951000.0	2000	0.0125	19631.94859218445	0.0	1
4952000.0	2000	0.0125	19631.94859218445	0.0	1
4953000.0	2000	0.0125	16847.94493639677	0.0	1
4954000.0	2000	0.0125	19441.45759193189	0.0	1
4955000.0	2000	0.0125	20772.467825858843	0.0	1
4956000.0	2000	0.0125	20772.930514718904	0.0	1
4957000.0	2000	0.0125	20772.930514718904	0.0	1
4958000.0	2000	0.0125	18158.418457251406	0.0	1
4959000.0	2000	0.0125	18158.418457251406	0.0	1
4960000.0	2000	0.0125	25405.167389550774	0.0	1
4961000.0	2000	0.0125	25405.167389550774	0.0	1
4962000.0	2000	0.0125	26257.37217707826	0.0	1
4963000.0	2000	0.0125	25534.380835223583	0.0	1
4964000.0	2000	0.0125	36569.294323288086	0.0	1
4965000.0	2000	0.0125	7472.612059091212	0.0	1
4966000.0	2000	0.0125	7441.106703386953	0.0	1
4967000.0	2000	0.011	7456.00759856376	0.0	1
4968000.0	2000	0.011	7522.802936913105	0.0	1
4969000.0	2000	0.011	7530.8636765213205	0.0	1
4970000.0	2000	0.011	7545.054761992442	0.0	1
4971000.0	2000	0.011	7548.1065584918815	0.0	1
4972000.0	2000	0.011	7583.980974431305	0.0	1
4973000.0	2000	0.011	7588.755090324277	0.0	1
4974000.0	2000	0.011	7550.589051722238	0.0	1
4975000.0	2000	0.011	7553.717828932876	0.0	1
4976000.0	2000	0.011	7618.327053750353	0.0	1
4977000.0	2000	0.011	7629.758995003011	0.0	1
4978000.0	2000	0.011	7566.969921849708	0.0	1
4979000.0	2000	0.011	7591.1742121009365	0.0	1
4980000.0	2000	0.011	7591.1742121009365	0.0	1
4981000.0	2000	0.011	10668.698902161093	0.0	1
4982000.0	2000	0.011	22999.005907169685	0.0	1
4983000.0	2000	0.011	17749.450056818416	0.0	1
4984000.0	2000	0.011	17779.8385573417	0.0	1
4985000.0	2000	0.011	15191.188210968001	0.0	1
4986000.0	2000	0.011	15315.52754032917	0.0	1
4987000.0	2000	0.0105	14213.13572552914	0.0	1
4988000.0	2000	0.0105	14910.757978140695	0.0	1
4989000.0	2000	0.0105	14907.797723748345	0.0	1
4990000.0	2000	0.0105	17991.33209401454	0.0	1
4991000.0	2000	0.0105	18219.42520867292	0.0	1
4992000.0	2000	0.0105	10589.376356587341	0.0	1
4993000.0	2000	0.0105	11029.65077497675	0.0	1
4994000.0	2000	0.0105	11029.65077497675	0.0	1
4995000.0	2000	0.0105	11025.104301605494	0.0	1
4996000.0	2000	0.0105	11166.992209465228	0.0	1
4997000.0	2000	0.0105	10979.824113651983	0.0	1
4998000.0	2000	0.0105	10975.002650499746	0.0	1
4999000.0	2000	0.0105	10981.880891951527	0.0	1
5000000.0	2000	0.0105	12857.365993800482	0.0	1
5001000.0	2000	0.0105	14348.104959484699	0.0	1
5002000.0	2000	0.0105	14322.853014463952	0.0	1
5003000.0	2000	0.0105	9953.633282536064	0.0	1
5004000.0	2000	0.0105	9953.633282536064	0.0	1
5005000.0	2000	0.0105	9948.636510694154	0.0	1
5006000.0	2000	0.0105	15751.137653558288	0.0	1
5007000.0	2000	0.0105	9108.947719849371	0.0	1
5008000.0	2000	0.0105	9165.374810437152	0.0	1
5009000.0	2000	0.0105	12387.385710889555	0.0	1
5010000.0	2000	0.0105	11490.110482694485	0.0	1
5011000.0	2000	0.011	11320.301321914267	0.0	1
5012000.0	2000	0.011	36417.56159265311	0.0	1
5013000.0	2000	0.011	29986.01705537016	0.0	1
5014000.0	2000	0.011	10915.532909576628	0.0	1
5015000.0	2000	0.011	6663.515175231663	0.0	1
5016000.0	2000	0.011	6845.537015767564	0.0	1
5017000.0	2000	0.011	6784.127861145267	0.0	1
5018000.0	2000	0.011	6806.191256784508	0.0	1
5019000.0	2000	0.011	7400.790592823533	0.0	1
5020000.0	2000	0.011	7483.790424929943	0.0	1
5021000.0	2000	0.011	7889.395996986047	0.0	1
5022000.0	2000	0.011	7213.168482896102	0.0	1
5023000.0	2000	0.011	23064.082470813864	0.0	1
5024000.0	2000	0.011	17462.802994053873	0.0	1
5025000.0	2000	0.011	21001.171014752996	0.0	1
5026000.0	2000	0.011	21063.59526642195	0.0	1
5027000.0	2000	0.011	23807.324811529325	0.0	1
5028000.0	2000	0.011	23203.883941316708	0.0	1
5029000.0	2000	0.011	23206.470898074032	0.0	1
5030000.0	2000	0.011	19302.041951973257	0.0	1
5031000.0	2000	0.011	15971.192760569777	0.0	1
5032000.0	2000	0.011	15971.192760569777	0.0	1
5033000.0	2000	0.011	21156.994323278028	0.0	1
5034000.0	2000	0.011	22144.881061442364	0.0	1
5035000.0	2000	0.011	22924.64225646525	0.0	1
5036000.0	2000	0.011	23412.080870044083	0.0	1
5037000.0	2000	0.011	23606.79081389149	0.0	1
5038000.0	2000	0.011	23687.102354685452	0.0	1
5039000.0	2000	0.011	22857.309517360256	0.0	1
5040000.0	2000	0.011	22679.2979045878	0.0	1
5041000.0	2000	0.011	23370.1015364028	0.0	1
5042000.0	2000	0.011	23932.78261801881	0.0	1
5043000.0	2000	0.011	13730.633964332692	0.0	1
5044000.0	2000	0.011	13751.194306803793	0.0	1
5045000.0	2000	0.011	13739.452532507661	0.0	1
5046000.0	2000	0.011	12682.821489016798	0.0	1
5047000.0	2000	0.011	24025.230906642675	0.0	1
5048000.0	2000	0.011	30754.003708973298	0.0	1
5049000.0	2000	0.011	21439.1874829278	0.0	1
5050000.0	2000	0.011	11634.914447792085	0.0	1
5100000.0	2000	0.0115	17213.90377670589	0.0	1
5150000.0	2000	0.0125	16959.611743534984	0.0	1
5200000.0	2000	0.0115	25120.3093647141	0.0	1
5250000.0	2000	0.0115	15887.657438209622	0.0	1
5300000.0	2000	0.009	29147.666484051315	0.0	1
5350000.0	2000	0.01	7725.447816772125	0.0	1
5400000.0	2000	0.01	22845.347725766707	0.0	1
5450000.0	2000	0.011	9247.458644571834	0.0	1
