calibration_id	phase	processing_mode	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	candidate_pool_diploids	sample_diploids	exact_sample_alt_count	draw_index	seed	panel_seed	slim_scaling_factor	slim_burn_in	sequence_length_bp	focal_position_bp	origin_age_generations	origin_contract_sha256	event_contract_sha256	cell_contract_sha256	slim_sha256
eas_selected__confirm100__s0.010000__af0.100000__q5__draw010	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	10	1230519500	346739513	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw011	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	11	998555142	182266288	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw012	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	12	130806947	1250730864	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw013	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	13	987687420	53478892	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw014	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	14	398534931	1301227880	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw015	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	15	1821747700	360662500	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw016	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	16	156490210	1646042675	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw017	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	17	1631205443	2620163	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw018	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	18	613034096	1065976284	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw019	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	19	1170108587	259854445	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw020	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	20	130130884	1629754305	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw021	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	21	1356056705	1029440022	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw022	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	22	669844628	1675317647	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw023	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	23	750386198	573228667	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw024	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	24	491441643	955555046	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw025	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	25	1057038385	1706242507	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw026	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	26	802640446	824611080	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw027	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	27	560707156	222449283	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw028	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	28	1015785824	759996953	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw029	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	29	680279361	559474449	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw030	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	30	30930630	154607369	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw031	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	31	440362547	1090124688	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw032	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	32	351040692	1090568549	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw033	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	33	2110867296	87724269	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw034	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	34	1328667141	233554561	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw035	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	35	1164726111	389350088	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw036	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	36	1138290667	1534142673	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw037	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	37	739024557	2107672277	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw038	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	38	1392625411	73652571	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw039	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	39	1467232025	207614659	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw040	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	40	1596402064	547489723	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw041	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	41	187318898	1157785028	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw042	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	42	188161508	1189027187	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw043	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	43	1008491296	40287907	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw044	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	44	1991828803	1375588305	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw045	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	45	548625534	2077229816	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
eas_selected__confirm100__s0.010000__af0.100000__q5__draw046	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.01	0.1	0.07500000000000001	0.125	500	100	20	46	1931399492	1936993413	5.0	0.1	2	1	999.0	b1db82958255b8c5c4f2e0a17f5d200b5d1b756e06400731ae9ef5ef8f4bdfb8	b8d07f8c4b5806e65ff47687e2f9be3db988beab960581d2809cf76e33b9f49d	a1736619482bc1798b40e9cbba175da8e3610d6fa7bb554776babd30f16ef30b	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d
