original_path	snapshot_path	snapshot_mode	sha256	size_bytes	mtime_ns_at_snapshot
phase_invocations/20260812T222350.443503Z_3a2f79ffaac148288ee12eff8b0f8c60_completed.json	phase_invocations/20260812T222350.443503Z_3a2f79ffaac148288ee12eff8b0f8c60_completed.json	copied	ca5b7553b0f0dfefd58041e8af9d6148380674211839b023cef1d65219fa03fd	3546	1786573430445009600
phase_invocations/20260812T222456.990064Z_10728293a6d44e8b9166c94029be8ea7_started.json	phase_invocations/20260812T222456.990064Z_10728293a6d44e8b9166c94029be8ea7_started.json	copied	5c1dd69e93e2513aec30e7addf309acd24fedceae7dc6b68f25d34d66f59b135	3074	1786573496991063900
phase_invocations/20260812T225532.538811Z_10728293a6d44e8b9166c94029be8ea7_completed.json	phase_invocations/20260812T225532.538811Z_10728293a6d44e8b9166c94029be8ea7_completed.json	copied	c77d08a9f1eaa24aa868e354d54bfe872b558502b8bad0c45b1472a9c7778032	3545	1786575332539816600
phase_invocations/20260812T225600.590298Z_20309df7ee38422cb7368e00c0832d89_started.json	phase_invocations/20260812T225600.590298Z_20309df7ee38422cb7368e00c0832d89_started.json	copied	87b084d38b1eb778956e9a2adc3af83561980a5045361231f6f1904f9e12a23c	3075	1786575360591803700
phase_invocations/20260812T230410.803177Z_20309df7ee38422cb7368e00c0832d89_completed.json	phase_invocations/20260812T230410.803177Z_20309df7ee38422cb7368e00c0832d89_completed.json	copied	111591192d78cd0f6e3c66dc49f8d7ecbfc85448585445800737c8114ba3aa4d	3545	1786575850804176200
phase_invocations/20260812T230746.762255Z_d77c6b8c3b9c430fbaf8edbdb7f9ff0b_started.json	phase_invocations/20260812T230746.762255Z_d77c6b8c3b9c430fbaf8edbdb7f9ff0b_started.json	copied	3bf7e2e9c3f17fa024fbcb146c191aaae6294b9b02020eb9c50a6b368069fd3c	2945	1786576066809367400
phase_invocations/20260812T231245.372899Z_7922b9f9d9c5417e9cee8c7b68b229e8_started.json	phase_invocations/20260812T231245.372899Z_7922b9f9d9c5417e9cee8c7b68b229e8_started.json	copied	cf9f86fcd10e69112054095bf746af402c046b07b7adc5d55cf7078069743abb	2946	1786576365356579800
phase_invocations/20260812T235618.126821Z_7922b9f9d9c5417e9cee8c7b68b229e8_completed.json	phase_invocations/20260812T235618.126821Z_7922b9f9d9c5417e9cee8c7b68b229e8_completed.json	copied	4ef8e3f8f89cea259cb550ce286c2c1b50d7809542bf9f060f3f9b835383bbce	3233	1786578978120307100
phase_invocations/20260812T235638.756224Z_57b09696e77143ea83ebdd85b0b15f72_started.json	phase_invocations/20260812T235638.756224Z_57b09696e77143ea83ebdd85b0b15f72_started.json	copied	f5ad7f9c19484469b89fef3bccdff5373164f679d9ac144d086f156dc106363a	2948	1786578998738670100
phase_invocations/20260813T000113.078882Z_57b09696e77143ea83ebdd85b0b15f72_completed.json	phase_invocations/20260813T000113.078882Z_57b09696e77143ea83ebdd85b0b15f72_completed.json	copied	399c26a2bb7ca1004c6b64867fe1c7721383c2e851e40d345956bec9d75f85f4	3238	1786579273089450500
phase_invocations/20260813T000139.811897Z_835456f06ae34630a2044362dc551ca6_started.json	phase_invocations/20260813T000139.811897Z_835456f06ae34630a2044362dc551ca6_started.json	copied	dab40a732ec827350f87ca7cb1cd5d0116e4222965ae53b6c5929828731ccd27	3067	1786579299812499400
phase_invocations/20260813T000139.847790Z_835456f06ae34630a2044362dc551ca6_failed.json	phase_invocations/20260813T000139.847790Z_835456f06ae34630a2044362dc551ca6_failed.json	copied	e5813f8a9d6cf0501a6b299d38c5fb7044349a1fc7ee8225eb982c85df58673e	3295	1786579299847790400
phase_invocations/20260813T000153.738887Z_d0a797bf94f94b60bea4ba725b5cf1fb_started.json	phase_invocations/20260813T000153.738887Z_d0a797bf94f94b60bea4ba725b5cf1fb_started.json	copied	0be747d0e7d476c4b78f66ed8dc2a61aa897a5f8060ad2796c78885487690d49	3394	1786579313740397100
phase_invocations/20260813T000153.772624Z_d77c6b8c3b9c430fbaf8edbdb7f9ff0b_failed.json	phase_invocations/20260813T000153.772624Z_d77c6b8c3b9c430fbaf8edbdb7f9ff0b_failed.json	copied	09484f7022fe5ace4d0a6bd6810ade1f32b6b74d9da7a0a6b0e195e0dfa871e7	3841	1786579313773623600
phase_invocations/20260813T000153.773623Z_d0a797bf94f94b60bea4ba725b5cf1fb_completed.json	phase_invocations/20260813T000153.773623Z_d0a797bf94f94b60bea4ba725b5cf1fb_completed.json	copied	d866ee66f9ee5442de051f88bbfde75f746d85feddffbbb3d97ec2fd2eded808	4119	1786579313774930400
phase_invocations/20260813T000201.673681Z_a98ff7ca6b094bc6b32d331ad5daa502_started.json	phase_invocations/20260813T000201.673681Z_a98ff7ca6b094bc6b32d331ad5daa502_started.json	copied	e78a03f80e50114c30eac856ff2064e6af76d64586f9dff10ff1b3ffd345c75b	3067	1786579321674681000
phase_invocations/20260813T000947.440769Z_a98ff7ca6b094bc6b32d331ad5daa502_completed.json	phase_invocations/20260813T000947.440769Z_a98ff7ca6b094bc6b32d331ad5daa502_completed.json	copied	d2886a3c05eaebb2f56f9beaa191a08cca88b146bce74e37af65c51cff469941	3111	1786579787442276800
phase_invocations/20260813T002925.968666Z_9d5c58f2577b4d38a37ed90c7d0da7db_started.json	phase_invocations/20260813T002925.968666Z_9d5c58f2577b4d38a37ed90c7d0da7db_started.json	copied	b90093d6bce9e3a3ddef53ee8ed34d8de75ee2111cce970f0d62b25a1736be7b	3067	1786580965970173700
phase_invocations/20260813T003746.553937Z_9d5c58f2577b4d38a37ed90c7d0da7db_completed.json	phase_invocations/20260813T003746.553937Z_9d5c58f2577b4d38a37ed90c7d0da7db_completed.json	copied	c10e8ae2dc5698bf895ffc8c615289b775f9c265f8c6009d57bb7df56aac7478	3110	1786581466554988300
phase_invocations/20260813T004244.506764Z_d8b0d49fa43c407ea9a59f0ab23f4340_started.json	phase_invocations/20260813T004244.506764Z_d8b0d49fa43c407ea9a59f0ab23f4340_started.json	copied	146205219a5a2318f66c9ea63b2cafd078cf221c1d215aa8f4b3ee17b4664c1c	3067	1786581764507764400
phase_invocations/20260813T005052.632247Z_d8b0d49fa43c407ea9a59f0ab23f4340_completed.json	phase_invocations/20260813T005052.632247Z_d8b0d49fa43c407ea9a59f0ab23f4340_completed.json	copied	0a7eb80e25a0e8e6fc49f6347a95a3c1251a7dbe41297976d3c051c1ac2efe40	3111	1786582252633246600
phase_invocations/20260813T005640.493777Z_61060164890441259d4080f4d2a7e407_started.json	phase_invocations/20260813T005640.493777Z_61060164890441259d4080f4d2a7e407_started.json	copied	bba1c7879609b193e5a234a77226299f3e8c5974898bda021488be0c9e3f87cb	3067	1786582600495020400
phase_invocations/20260813T010639.500080Z_61060164890441259d4080f4d2a7e407_completed.json	phase_invocations/20260813T010639.500080Z_61060164890441259d4080f4d2a7e407_completed.json	copied	af611ae5fb2b4129b41345feb74a8c18b1384a0809276705a880e065fc440d5d	3110	1786583199501080700
phase_invocations/20260813T011642.605848Z_99d8cec838dd47edb5d5cf293d0e57e5_started.json	phase_invocations/20260813T011642.605848Z_99d8cec838dd47edb5d5cf293d0e57e5_started.json	copied	12720b7b5ee982a5b8ddcd89442f4e51ce9e75ff2abc28764d47a5c13c22fe62	3066	1786583802606849200
results/decode_status.tsv	results/decode_status.tsv	copied	c5b4dcee3640c9e4c63cb36fadea49ed69e870fe819f80314d6dfccf6fdd0d9d	23026	1786579273080523900
results/simulation_status.tsv	results/simulation_status.tsv	copied	671ee2b543989d5228f24fa82f2ef7a3689bf8d3add69c35c98158e1c551d605	55951	1786575850801173600
specifications.tsv	specifications.tsv	copied	7c57648b7460c770144c7570ffd537cec84bb81f7ea91bec787dea100191362c	129465	1786527088028558200
study_design.json	study_design.json	copied	ee37c202ec9cafd71c356429639ca4c2952a849f714fc21d774541e937e70c7f	4132	1786527088080530700
work/intro_s0p001_af10__rep001/decode_complete.json	work/intro_s0p001_af10__rep001/decode_complete.json	copied	38990ed5b728d1b263f6ad26c30fc9fc5e74d77d4561bd9f244e4f0fa31ef50b	1990	1786579186373884600
work/intro_s0p001_af10__rep001/decode_contract.json	work/intro_s0p001_af10__rep001/decode_contract.json	copied	45148ff11df1081e2c6f9b28c85d44d9d4f52c8b65ee1f516645b25692fb224e	1086	1786579186344436900
work/intro_s0p001_af10__rep001/decoded/heterozygous.summary.tsv		hash_only	a5cdec56f6a4d8e62230d9e984adef7fba6e95198f156eb21df56ee8a385e2a6	234532	1786537025207621800
work/intro_s0p001_af10__rep001/decoded/heterozygous.summary.tsv.complete.json	work/intro_s0p001_af10__rep001/decoded/heterozygous.summary.tsv.complete.json	copied	14e5be09d73c60d474912192aab7c0681e6011cfc476da74922ad6a3d1b85332	1839	1786576254524832800
work/intro_s0p001_af10__rep001/decoded/heterozygous.summary.tsv.contract.json	work/intro_s0p001_af10__rep001/decoded/heterozygous.summary.tsv.contract.json	copied	f122962941a04d188eb529f52097cf6e80e16484fa6465a563b127fc92f2203f	2406	1786576254511706300
work/intro_s0p001_af10__rep001/decoded/heterozygous.summary.tsv.run.json		hash_only	0a42e121be43ee7686ccd0276a698ddb060a2c60f2943c8fd2cbe1e0821b1ec7	8221458	1786537025852785200
work/intro_s0p001_af10__rep001/decoded/hom_alt.summary.tsv		hash_only	139627d9edccc0dd5161347d46bc04c574ae2148bd791854692f0a109eeed7d7	240324	1786537137704044000
work/intro_s0p001_af10__rep001/decoded/hom_alt.summary.tsv.complete.json	work/intro_s0p001_af10__rep001/decoded/hom_alt.summary.tsv.complete.json	copied	b91882e1c2a2f5a903f311ac2877dccdc8821041aba902df88d53c212f325cf5	1839	1786576255379625900
work/intro_s0p001_af10__rep001/decoded/hom_alt.summary.tsv.contract.json	work/intro_s0p001_af10__rep001/decoded/hom_alt.summary.tsv.contract.json	copied	dcbd3633a457deec6bafe41b1b73ca0dad6c05f4579cddaba0546f0fb1a27fa7	2401	1786576255369219500
work/intro_s0p001_af10__rep001/decoded/hom_alt.summary.tsv.run.json		hash_only	2d229d2a68894e52b5c93863376482e330077e265277f43f997af9e3a7c112bb	8221438	1786537138323414600
work/intro_s0p001_af10__rep001/decoded/hom_ref.summary.tsv		hash_only	8ed8849e50e7ae214133e2791f4a567ce6c85c8c92aa92dd8bb84e96ad463beb	209081	1786536917979356200
work/intro_s0p001_af10__rep001/decoded/hom_ref.summary.tsv.complete.json	work/intro_s0p001_af10__rep001/decoded/hom_ref.summary.tsv.complete.json	copied	871c17c147ba39c995df0f60d2ea1842e33283c6faeef03067622acfecf6859e	1839	1786576253660912600
work/intro_s0p001_af10__rep001/decoded/hom_ref.summary.tsv.contract.json	work/intro_s0p001_af10__rep001/decoded/hom_ref.summary.tsv.contract.json	copied	7e6777da79005984e2cf9e5922c11c34f98fe65cfb1a4bb1b2c0ed80d1bf98a7	2401	1786576253643219000
work/intro_s0p001_af10__rep001/decoded/hom_ref.summary.tsv.run.json		hash_only	96483bf96b0bf587b5c134424d279b64286c4c9c67de84a7fd08b8f351545b53	8221438	1786536918642365900
work/intro_s0p001_af10__rep001/decoded/overall.summary.tsv		hash_only	4448c76a2d1de97f9da949615c9407ee068d2b67ef84853649bb9d77a86616bf	191302	1786536801884057700
work/intro_s0p001_af10__rep001/decoded/overall.summary.tsv.complete.json	work/intro_s0p001_af10__rep001/decoded/overall.summary.tsv.complete.json	copied	a4de6b1b2e2b8c06baf6aa112a1a61199f53e6cb1c77e9fbc4fdf5a7f413fb7d	1839	1786576252808701200
work/intro_s0p001_af10__rep001/decoded/overall.summary.tsv.contract.json	work/intro_s0p001_af10__rep001/decoded/overall.summary.tsv.contract.json	copied	fc4594cb76b1a33675390d61090253c8681906eee72fb8b10d561920db5526ab	2401	1786576252789141800
work/intro_s0p001_af10__rep001/decoded/overall.summary.tsv.run.json		hash_only	f0b88a4c0595888589fb2d49f9b59d18c01e437e71a0613f206efc5b64853bb9	8221446	1786536802612993500
work/intro_s0p001_af10__rep001/decoded_internal_contrasts.tsv.gz	work/intro_s0p001_af10__rep001/decoded_internal_contrasts.tsv.gz	copied	facead3f73ee4259164179660a1f3384bb15635185c8f8b4a5a5f215faac53be	29721	1786579186315714800
work/intro_s0p001_af10__rep001/decoded_profiles.tsv.gz	work/intro_s0p001_af10__rep001/decoded_profiles.tsv.gz	copied	d38b721fda0af52d6c5a14e3d4748b13d807ff12da0a51b3afc27c26b4795dee	440198	1786579183387609200
work/intro_s0p001_af10__rep001/external_draw_state.json	work/intro_s0p001_af10__rep001/external_draw_state.json	copied	8954ac621447ec9aba4b0deeccb2f1a29568c006f7bb2b0bd5b5ed8fcdda26f8	395	1786527532417374500
work/intro_s0p001_af10__rep001/external_draws.tsv	work/intro_s0p001_af10__rep001/external_draws.tsv	copied	e32e44406ed40757053715642a8eb1948ce920277f7d6ddedbd1feca27021805	659	1786527527603811900
work/intro_s0p001_af10__rep001/pairs/heterozygous.pairs.tsv	work/intro_s0p001_af10__rep001/pairs/heterozygous.pairs.tsv	copied	3fe4a761a1c8ac2b4d54d45882d96dfa9504c17fb32ab182fc082b48c80cc358	534	1786527527634644600
work/intro_s0p001_af10__rep001/pairs/hom_alt.pairs.tsv	work/intro_s0p001_af10__rep001/pairs/hom_alt.pairs.tsv	copied	21792ceeecfb4c95dea85e3c5429a15f3cbf7dd54bf57ea7658d18b039a6799f	296	1786527527635643400
work/intro_s0p001_af10__rep001/pairs/hom_ref.pairs.tsv	work/intro_s0p001_af10__rep001/pairs/hom_ref.pairs.tsv	copied	75fa750757593c2980ddccb8f807c06479bb409d5adc8523ddf7983dbe3867ff	190	1786527527631129700
work/intro_s0p001_af10__rep001/pairs/overall.pairs.tsv	work/intro_s0p001_af10__rep001/pairs/overall.pairs.tsv	copied	f0820da6ca261236681bcf56d3da1457c5605eb8fc693d743dd8fcb0ebd03e9e	866	1786527527630129600
work/intro_s0p001_af10__rep001/sample_manifest.tsv	work/intro_s0p001_af10__rep001/sample_manifest.tsv	copied	0d91dc5a523b33d737de50bfe5f45b63076c1cb81e76392d78add38e20bb3bdb	4762	1786527527621618400
work/intro_s0p001_af10__rep001/selected.trees		hash_only	54cfb49d42e51cf28b3a5c043372e4896353e1ac03981f3f1dfb5e57182a4cf1	15145804	1786527527617617900
work/intro_s0p001_af10__rep001/simulation_complete.json	work/intro_s0p001_af10__rep001/simulation_complete.json	copied	496290bf6733d9381697e4a07dff5251a2138382d54d7deb8be78e0cfe042256	2281	1786527532415374900
work/intro_s0p001_af10__rep001/simulation_contract.json	work/intro_s0p001_af10__rep001/simulation_contract.json	copied	5316c04d6abcb79e9acb3fb8c97bd2cf6e51a65b3046944c9a74cd5cca2f0b4a	8430	1786527375256361600
work/intro_s0p001_af10__rep001/simulation_invocations.tsv	work/intro_s0p001_af10__rep001/simulation_invocations.tsv	copied	ad719811fae94f3cc9069b0582c1aef9a5dee9300823ea82c63d4693efdf828a	451	1786567068370267400
work/intro_s0p001_af10__rep001/truth_internal_contrasts.tsv.gz	work/intro_s0p001_af10__rep001/truth_internal_contrasts.tsv.gz	copied	41e649c80ba948e266708c515ef69d0eed4e1d76d8ee348536228f6266d5f552	28333	1786527532298227100
work/intro_s0p001_af10__rep001/truth_profiles.tsv.gz	work/intro_s0p001_af10__rep001/truth_profiles.tsv.gz	copied	a0d1036e99636275cfd52adcfad275a581f1f12effe46b71dd34c8500d056fb5	267439	1786527529461452000
work/intro_s0p001_af10__rep002/decode_complete.json	work/intro_s0p001_af10__rep002/decode_complete.json	copied	287b56fe3be4bf21a16180c62c2a018eb288059f5b6c5aa626bab4aa69aeebca	1990	1786579195846323800
work/intro_s0p001_af10__rep002/decode_contract.json	work/intro_s0p001_af10__rep002/decode_contract.json	copied	854fac2e374e7afb2cc577fcda1d08f951507ff6d36480cb423e979006e658bc	1086	1786579195674898700
work/intro_s0p001_af10__rep002/decoded/heterozygous.summary.tsv		hash_only	62d0b12d15d7e89dcde86eeec747f52a3e7c47ed8ec4effc94cc5abe66c81b31	180564	1786576865708725000
work/intro_s0p001_af10__rep002/decoded/heterozygous.summary.tsv.complete.json	work/intro_s0p001_af10__rep002/decoded/heterozygous.summary.tsv.complete.json	copied	586ee500d6d87e8f62a0407c9c2114be15635980aafd170af1399ac86a2a2adb	1394	1786576866452368400
work/intro_s0p001_af10__rep002/decoded/heterozygous.summary.tsv.contract.json	work/intro_s0p001_af10__rep002/decoded/heterozygous.summary.tsv.contract.json	copied	dc0f7717716ac536a0dcda5e3ae52fbffd1be364b3a660d8472ae7c3d5899a4a	2156	1786576761577573900
work/intro_s0p001_af10__rep002/decoded/heterozygous.summary.tsv.run.json		hash_only	b9f94c19d51b1c4799410a16c25fab12c6b3d66fe23974d2e5950983da7e6314	8221372	1786576866247444400
work/intro_s0p001_af10__rep002/decoded/hom_alt.summary.tsv		hash_only	347519a96db7ad3dab5da010aa9c83afdb1a8d48f7da2c83e082d15e3c28ca6f	145966	1786576973367450700
work/intro_s0p001_af10__rep002/decoded/hom_alt.summary.tsv.complete.json	work/intro_s0p001_af10__rep002/decoded/hom_alt.summary.tsv.complete.json	copied	86300cf8de67ca61ea0f828dfb78df21a863aed6f7f59d7cae9f39ad4527e67f	1394	1786576974591011400
work/intro_s0p001_af10__rep002/decoded/hom_alt.summary.tsv.contract.json	work/intro_s0p001_af10__rep002/decoded/hom_alt.summary.tsv.contract.json	copied	53f579d4a6e2e4a12f90e0811a55d7f47e4303a0179e791defc7711bea821a58	2151	1786576867038225300
work/intro_s0p001_af10__rep002/decoded/hom_alt.summary.tsv.run.json		hash_only	ad8801588c7979fa57f366d2804f404883cb0136d40f99806fc1ccdd002bbefd	8221345	1786576974400069100
work/intro_s0p001_af10__rep002/decoded/hom_ref.summary.tsv		hash_only	efce99a4eb8bf5731c59c3a45dd9070d90ba19ed4b1e48952e110746c3875ebd	234075	1786576759607167200
work/intro_s0p001_af10__rep002/decoded/hom_ref.summary.tsv.complete.json	work/intro_s0p001_af10__rep002/decoded/hom_ref.summary.tsv.complete.json	copied	188440ed58a13ba611c94a2580b8c8a8ab9d17f64236969233c69a4969461239	1394	1786576760607811400
work/intro_s0p001_af10__rep002/decoded/hom_ref.summary.tsv.contract.json	work/intro_s0p001_af10__rep002/decoded/hom_ref.summary.tsv.contract.json	copied	ba458979206e4b0f890437d4acdebc8afc895774f37e4c65243f8062bfdd24d4	2151	1786576655378935100
work/intro_s0p001_af10__rep002/decoded/hom_ref.summary.tsv.run.json		hash_only	0c818612c0e03a2993bde7e4484019ad2a36e5a85dabe254f5627465a9907f3b	8221352	1786576760314033700
work/intro_s0p001_af10__rep002/decoded/overall.summary.tsv		hash_only	ab0ea52d38a01fd2c4d50b166f5dfd834f209d42d46dc2f7d84e35c5705d3e2c	188987	1786576651802887800
work/intro_s0p001_af10__rep002/decoded/overall.summary.tsv.complete.json	work/intro_s0p001_af10__rep002/decoded/overall.summary.tsv.complete.json	copied	532d6d31b1229b82c771bd91bd5685e792fbcd139f540097f364e94bef49a2bc	1394	1786576653850839200
work/intro_s0p001_af10__rep002/decoded/overall.summary.tsv.contract.json	work/intro_s0p001_af10__rep002/decoded/overall.summary.tsv.contract.json	copied	dd6561d4d23559fc3f9570978590bfe2fdcca96b5cf487d128e9ba1b3797c383	2151	1786576550223344600
work/intro_s0p001_af10__rep002/decoded/overall.summary.tsv.run.json		hash_only	87c6efaf4c7c80ff5e54b4cdbadebbfb7eef67e4247d4b8585fc1c0a5b2e5059	8221359	1786576653368385500
work/intro_s0p001_af10__rep002/decoded_internal_contrasts.tsv.gz	work/intro_s0p001_af10__rep002/decoded_internal_contrasts.tsv.gz	copied	76734e8ef75dab9af61ffe105932f2795818ec41579fcda5f0d0363cfeb374af	29639	1786579195571484400
work/intro_s0p001_af10__rep002/decoded_profiles.tsv.gz	work/intro_s0p001_af10__rep002/decoded_profiles.tsv.gz	copied	6507358f6eb62e2a99242f511d12d6138e07d0c4f9a66cdea258b9c4af05664b	423021	1786579193616274300
work/intro_s0p001_af10__rep002/external_draw_state.json	work/intro_s0p001_af10__rep002/external_draw_state.json	copied	ae4cb91c6fd139481aaee147c343a65b429e013296fc0a41b22d95d7a31aebbe	395	1786534873346221200
work/intro_s0p001_af10__rep002/external_draws.tsv	work/intro_s0p001_af10__rep002/external_draws.tsv	copied	c35f3aea137e3856e045bda99cfacc14789f28978c7289d4af04821caa8e5ace	653	1786528006457157100
work/intro_s0p001_af10__rep002/pairs/heterozygous.pairs.tsv	work/intro_s0p001_af10__rep002/pairs/heterozygous.pairs.tsv	copied	f1ad47f467f389e7c4e017cab00625bfb9c7277841408734528f8d395774f674	240	1786534868565740400
work/intro_s0p001_af10__rep002/pairs/hom_alt.pairs.tsv	work/intro_s0p001_af10__rep002/pairs/hom_alt.pairs.tsv	copied	80df313d4468bd5c0f8c611f1b0a911774ba4a76eb5e224fddfaeb6971bf7e68	92	1786534868567769700
work/intro_s0p001_af10__rep002/pairs/hom_ref.pairs.tsv	work/intro_s0p001_af10__rep002/pairs/hom_ref.pairs.tsv	copied	48777dfb6cae4cec37b8f0c4762ada48429a603d249b3816c12c7b47624e04f4	687	1786534868564740600
work/intro_s0p001_af10__rep002/pairs/overall.pairs.tsv	work/intro_s0p001_af10__rep002/pairs/overall.pairs.tsv	copied	f0820da6ca261236681bcf56d3da1457c5605eb8fc693d743dd8fcb0ebd03e9e	866	1786534868562740000
work/intro_s0p001_af10__rep002/sample_manifest.tsv	work/intro_s0p001_af10__rep002/sample_manifest.tsv	copied	bec79d12d019503366fb2b510f9126b364f2bf5373255fcb73ee7c9b46cd41c0	4572	1786534868555648600
work/intro_s0p001_af10__rep002/selected.trees		hash_only	a0361164f6f863326e587ebf44d1397748dda6b1aeb1e819690f50ceb9b612b7	14668916	1786534868550647800
work/intro_s0p001_af10__rep002/simulation_complete.json	work/intro_s0p001_af10__rep002/simulation_complete.json	copied	f096d4fb2cf476bd164e138f729e77c07cebfc2c818d7e6e00a5473d44ab1739	2351	1786534873345222100
